Case_sample,PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
Caseed_sample30,0.1,5.0,532.1558887596764,330.3590715364321,0.0238096628134365,0.2976207851679568,17.202598145994607,0.980560467350004,0.8011448195110602
Caseed_sample31,1.0,5.0,169.94075749436416,276.75123210916587,0.0199460347466065,0.2493254343325819,11.165679291572737,0.9675998075593416,0.8797342202286922
Caseed_sample32,0.1,5.0,696.6513387031117,354.7043981280605,0.0255642809461665,0.3195535118270815,19.944188978385192,0.8686556449285809,0.8231372751282064
Caseed_sample33,0.1,5.0,240.8832551734889,287.2507217656764,0.0207027547218505,0.2587844340231318,12.34805425289148,0.9381392788442012,0.9849773252399582
Caseed_sample34,1.0,1.0,840.7865211366694,376.0364051282271,0.0271017228921244,0.3387715361515559,22.34644201894449,0.9135157782801228,0.9053144698198996
Caseed_sample35,1.0,5.0,958.2916695589442,393.42716709472376,0.028355111141962,0.3544388892745259,24.30486115931573,0.9192273137247808,0.9513004247245038
Caseed_sample36,0.1,1.0,306.72805519581675,296.99575216898086,0.021405099255422,0.2675637406927755,13.445467586596946,0.8278021006262787,0.8453294287900717
Caseed_sample37,0.1,1.0,586.1212184877393,338.34594033618544,0.0243852929972025,0.3048161624650319,18.10202030812899,0.8054956253805016,0.8722660124928092
Caseed_sample38,0.1,1.0,786.3930975854854,367.9861784426519,0.0265215263742451,0.3315190796780647,21.43988495975809,0.8525359986150883,0.9545128304869224
Caseed_sample39,0.1,5.0,445.7726341558296,317.5743498550628,0.0228882414309955,0.2861030178874439,15.762877235930494,0.8897070729134982,0.9194343578034562
