CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
4.0073931,4.1188183,5.3371376,5.5821117,4.3006718,5.4673891,5.0474637,4.5006306,4.6329843,4.3945664,5.1925807,4.5894376,3.9036318,4.1538522,4.8365015,5.32272,4.9942757,5.6325222,4.8295988,5.7485805,3.971894,3.8487521,4.0526852,4.5711432,5.4441249,5.3094498,4.9872297,5.7433726,4.2896412,5.6115922,5.6342023,4.4975226,4.84796,5.1028411,5.2268665,4.7140431,5.3900282,4.3790376,4.1512504,4.793237,5.3320443,5.4909927,5.1005976,4.5079208,5.4356384,5.2290476,4.3413375,5.6807918,4.744447,4.6549153,3.899783,4.8712613,4.2388515,4.5994072,5.5825759,3.9685515,5.798929,5.011085,4.1186969,4.19369,4.355925,5.0680731,4.0198141,4.1139455,4.1576034,4.565817,4.7139191,5.6496534,3.8401886,5.5595541,4.6960257,5.1554347,5.4739849,4.984612,4.2628783,5.2624606,5.3570869,4.8481298,5.8011753,4.5414531,5.0884587,4.5632604,5.7222778,5.3878202,4.0473825,4.4152297,5.611672,5.5478082,5.7240189,4.1795651,4.7392411,5.2952728,5.2212291,4.9646467,4.3007669,4.8590116,4.512659,3.9634486,4.6850022,3.8888504
4.5130279,4.6160044,5.9693328,6.2431495,4.8141292,6.1142742,5.6372449,5.0537635,5.1992362,4.9465146,5.7920485,5.1390143,4.3808182,4.6660978,5.3808077,5.8247411,5.5444402,6.2555724,5.3600069,6.430655,4.4646591,4.3184425,4.5598208,5.0856543,5.9986199,5.8246178,5.5365724,6.3055201,4.8417257,6.2498815,6.1740053,5.0506993,5.3744401,5.7145597,5.8325987,5.2960536,6.0458824,4.9193681,4.6631482,5.3704436,5.8437528,6.0463048,5.6284437,5.0437976,5.96855,5.8350431,4.8750293,6.2158912,5.324198,5.2285626,4.3966007,5.4093133,4.7713667,5.1655542,6.1413283,4.4389762,6.4222377,5.5265947,4.6289186,4.7016808,4.9075602,5.5883449,4.5012543,4.625567,4.6777668,5.1190716,5.2998505,6.2046027,4.3245183,6.0915562,5.2209913,5.696639,6.1072286,5.5752666,4.7505972,5.7791399,6.0135798,5.4206415,6.4358283,5.0545984,5.6781486,5.0891469,6.3615956,6.0264808,4.5801789,4.932777,6.2315392,6.0791867,6.2824118,4.7009667,5.3208983,5.9241875,5.7613428,5.560264,4.8141992,5.4363138,5.0384181,4.4718033,5.2233321,4.3750898
4.8996984,4.9830148,6.431197,6.7902701,5.2228869,6.6139853,6.073767,5.4597189,5.6042545,5.3310402,6.245883,5.5279457,4.754692,5.0515843,5.8917656,6.4702929,6.0878294,6.8154199,5.8615769,6.9768694,4.8258535,4.6718843,4.92314,5.5429321,6.655354,6.4549557,6.0683067,7.0093558,5.2153512,6.7884937,6.8657839,5.4549725,5.8745325,6.1827483,6.3012286,5.7116632,6.5393222,5.3142348,5.048778,5.7947943,6.4900092,6.7028952,6.2006854,5.4458973,6.6339297,6.2829298,5.2951998,6.9133405,5.7350107,5.6585239,4.7686369,5.9294865,5.1523603,5.541319,6.8276416,4.8005372,7.026334,6.0579087,5.0020316,5.0983056,5.3002897,6.1392296,4.8599932,5.0263814,5.0612237,5.5323632,5.7136156,6.9092273,4.6881771,6.7620124,5.707735,6.2830505,6.5967478,6.0083909,5.153004,6.3948308,6.4863137,5.8411027,7.0248168,5.5000012,6.1246674,5.5309941,6.9230275,6.514124,4.9268176,5.3660971,6.7720068,6.7484461,6.992179,5.0715306,5.7326322,6.3784669,6.3800554,6.0096294,5.2232471,5.8654689,5.4844984,4.844738,5.7097819,4.7243583
5.4130172,5.5209792,7.172426,7.4894229,5.7640796,7.3667461,6.8066295,6.0582412,6.2528136,5.9362639,6.9830882,6.1695229,5.2363954,5.5751387,6.4521241,7.0282303,6.643082,7.5438429,6.4247835,7.7402768,5.3383848,5.1847462,5.4543069,6.0996931,7.1892784,7.0141085,6.6558723,7.5441291,5.8136043,7.55465,7.3980544,6.0591646,6.4513767,6.8653587,7.0267633,6.3595039,7.2729161,5.9146166,5.5731692,6.4486454,7.0171457,7.249659,6.768606,6.0545581,7.1644853,7.0104851,5.8142766,7.4695205,6.3945474,6.2986832,5.2492626,6.4828637,5.7143936,6.2057728,7.3581498,5.3321319,7.7613626,6.6362333,5.5290009,5.6401459,5.8942413,6.7141499,5.4142063,5.5548822,5.5962787,6.169271,6.3877561,7.4273545,5.1300265,7.3151917,6.2558012,6.854444,7.3356202,6.7230493,5.6858932,6.9474414,7.2431967,6.514112,7.7647539,6.0523613,6.8579273,6.0758229,7.6798012,7.2769941,5.4642964,5.8826992,7.5090515,7.277459,7.5117142,5.6197943,6.4007532,7.1133963,6.9267401,6.7026538,5.7643991,6.5583058,6.0405531,5.3542432,6.260943,5.1934686
5.802751,5.8912749,7.4544841,7.8271219,6.1107124,7.6684195,7.0725752,6.4121656,6.5510595,6.2677174,7.2834117,6.4695965,5.6653683,5.9455042,6.7848606,7.426477,6.9945822,7.8724339,6.7580778,8.0856595,5.67256,5.5333764,5.7875217,6.3975762,7.6476861,7.4207942,6.9946556,8.0834491,6.1467741,7.880247,7.8748838,6.4055417,6.7774202,7.1707157,7.3195335,6.6985221,7.6018698,6.2564454,5.9512914,6.8004464,7.4497267,7.7042515,7.1229663,6.4038598,7.6123656,7.3236721,6.1452216,7.9760951,6.7332833,6.5957215,5.6738058,6.7845779,6.0742003,6.503079,7.8518521,5.656126,8.1329996,6.9603391,5.9250908,5.9870443,6.2532451,7.051809,5.7220844,5.860932,5.9320428,6.4788226,6.7190226,7.9592031,5.5740341,7.7700422,6.5891401,7.2152901,7.6601644,6.9933244,6.0270188,7.3374995,7.5480397,6.8526017,8.1286426,6.3564336,7.1284472,6.3834204,8.0249765,7.548528,5.8342381,6.2263119,7.8406577,7.7574426,8.0499518,5.9694273,6.7288484,7.4398355,7.3211444,7.0021238,6.1109653,6.8608769,6.3368997,5.7422286,6.5876797,5.6065278
6.1341214,6.2676903,8.2376756,8.6431557,6.6195624,8.4456105,7.7630973,6.9000186,7.1214652,6.7144583,7.9929591,7.0214783,5.9358964,6.3555212,7.4918597,8.2133555,7.753366,8.6899152,7.474567,8.8960584,6.085689,5.8683162,6.2311138,7.0688354,8.434592,8.1899025,7.7447922,8.8566561,6.5843863,8.6822181,8.6810485,6.8903318,7.5069341,7.8927076,8.0456247,7.2451765,8.3467757,6.695001,6.3543718,7.3446567,8.232867,8.5069952,7.8781115,6.8783292,8.3903966,8.0457513,6.7199256,8.753007,7.2675864,7.1560095,5.9701174,7.5368572,6.4792303,7.0537948,8.6370087,6.0495215,8.9153695,7.7181154,6.2822446,6.4612947,6.6736391,7.8187018,6.1378048,6.3294304,6.3907866,7.0073261,7.2504593,8.7211719,5.8774158,8.5734855,7.2625677,7.9972413,8.4414681,7.6630635,6.5115881,8.1129612,8.3003177,7.4387072,8.9200027,6.9888539,7.836178,7.0400119,8.8125264,8.3282715,6.1852199,6.8021857,8.6898212,8.5720401,8.8328138,6.3679232,7.2777823,8.1605122,8.0838204,7.6714716,6.6298467,7.4479302,6.9903057,6.0629137,7.2697609,5.9199066
6.7151036,6.8705357,8.6510374,9.063489,7.1689007,8.8886491,8.2301486,7.4937535,7.7153653,7.3194285,8.448036,7.6111965,6.5099261,6.9662899,7.8834293,8.5455218,8.0882291,9.1201529,7.8421391,9.3528583,6.6599327,6.4436209,6.8136792,7.4875295,8.7623964,8.4801457,8.0817865,9.2233258,7.1942842,9.1190478,9.0345,7.4896951,7.867071,8.3255567,8.4695251,7.8115464,8.7949182,7.3253626,6.9555873,7.9496748,8.5300884,8.8325151,8.2284342,7.4847306,8.7355417,8.4820399,7.2179767,9.1207806,7.8468283,7.7207034,6.5304751,7.9179491,7.080436,7.6418854,8.9710893,6.6369293,9.3772155,8.0840659,6.8919552,7.0496809,7.2887354,8.1583549,6.7217058,6.8832156,6.9808291,7.5875975,7.8366057,9.0815526,6.4327791,8.8947682,7.6586879,8.316264,8.8799403,8.1854311,7.0911606,8.4345738,8.731794,7.9855998,9.4052702,7.4343565,8.3056028,7.4783672,9.2681862,8.7803051,6.7893328,7.3094354,9.0684349,8.8796352,9.1864971,6.9856668,7.8425891,8.5746348,8.3887864,8.1794969,7.1849492,8.0013684,7.4246438,6.6559192,7.663086,6.4537068
6.9099977,7.0587213,9.3605444,9.798895,7.4609799,9.6043414,8.7755482,7.7395586,7.9835199,7.5430121,9.0744241,7.8545752,6.7547877,7.1247842,8.4677086,9.3359471,8.7819781,9.8675108,8.4425538,10.128385,6.7970221,6.6131924,6.9696643,7.9284445,9.6109418,9.290754,8.7583854,10.154841,7.4012976,9.8662804,9.9728727,7.732929,8.4795007,8.9023055,9.1326594,8.1659543,9.4937496,7.5278043,7.1332501,8.3271574,9.3458505,9.7186902,8.9477591,7.7283936,9.5744144,9.1298035,7.5287619,10.029222,8.2239073,8.056623,6.7751815,8.5073037,7.2657229,7.9362832,9.9128424,6.7839997,10.178702,8.7407356,7.0664058,7.2403311,7.5019139,8.844562,6.8524425,7.0694981,7.173679,7.8634637,8.170475,10.041397,6.6793844,9.8018972,8.1863117,9.0765576,9.5983651,8.6612551,7.3000956,9.2187623,9.4323987,8.4077355,10.175068,7.8523668,8.8678744,7.9283214,10.051656,9.4765323,6.9816294,7.6344647,9.8461297,9.7574219,10.099307,7.1743973,8.2092059,9.2814155,9.1862907,8.6446941,7.4423859,8.4404493,7.848152,6.8519124,8.1984581,6.7206278
7.5394874,7.7202508,9.9109692,10.414251,8.132981,10.183684,9.4485008,8.5008817,8.7341068,8.2900647,9.7366607,8.6288795,7.3083069,7.8177365,9.0408498,9.8208153,9.327696,10.450367,9.0033067,10.681889,7.5132736,7.2767813,7.6741247,8.5870097,10.047465,9.7961314,9.3299259,10.501858,8.1208781,10.47565,10.329786,8.4945437,9.0411803,9.6250907,9.7386054,8.8856494,10.113286,8.2555756,7.8179609,9.0573808,9.8438604,10.125902,9.5026305,8.4958574,9.9794359,9.737272,8.1942523,10.36625,8.9418976,8.8093609,7.3423624,9.0767772,7.989835,8.6856996,10.26935,7.490582,10.711486,9.3063311,7.7349995,7.9326297,8.2315433,9.4139443,7.5804674,7.803461,7.8693441,8.625078,8.9109512,10.350066,7.1880473,10.20186,8.8099279,9.5799077,10.148638,9.3702873,7.9911174,9.6992204,10.033802,9.1133947,10.724325,8.5257847,9.5256646,8.5410857,10.589935,10.054686,7.6389282,8.300162,10.401414,10.18093,10.485798,7.862814,8.9430451,9.8275724,9.6583371,9.3759756,8.1311598,9.1527029,8.4751532,7.4589147,8.8040066,7.2377908
7.9507807,8.1033491,10.435025,10.902828,8.3549266,10.696254,9.8067118,8.8040385,9.0683256,8.6220244,10.096948,8.9270089,7.7474035,8.1831867,9.439142,10.358883,9.7319071,10.993754,9.3993514,11.264787,7.7438639,7.5684588,7.8890596,8.8715166,10.684393,10.333977,9.7175587,11.234706,8.4779947,10.942103,11.044696,8.8058474,9.4337833,9.9201719,10.171329,9.2082636,10.57442,8.6047527,8.1769034,9.3467401,10.383491,10.780619,9.926795,8.8012092,10.646755,10.178321,8.4370335,11.136871,9.2521829,9.0688449,7.7433337,9.4291521,8.3543104,8.9765559,10.958003,7.7326241,11.306542,9.7256581,8.1220425,8.15224,8.564944,9.8541931,7.8040511,8.0208357,8.0536754,8.9260823,9.2024223,11.082181,7.6579121,10.863565,9.1403106,10.072635,10.673963,9.6608412,8.2348033,10.266124,10.485043,9.4119233,11.303369,8.7944767,9.9116091,8.8434554,11.184234,10.571032,8.0373414,8.5288585,10.933638,10.834503,11.218707,8.241629,9.2418342,10.298456,10.221075,9.6576403,8.3572386,9.4328842,8.7449511,7.8835443,9.1416578,7.7141908
8.3183533,8.5192769,11.21379,11.657725,9.0343764,11.453807,10.578438,9.4019969,9.6958285,9.1609189,10.83747,9.5257048,8.0828265,8.6543278,10.116371,11.043259,10.460563,11.740488,10.049029,12.019744,8.2705236,7.9814105,8.4884931,9.4914518,11.334431,10.995846,10.478355,11.909496,8.9456532,11.764885,11.609998,9.4049126,10.110465,10.747858,10.964342,9.8558221,11.291726,9.1164307,8.6561119,10.016051,11.050459,11.453516,10.698598,9.3903077,11.301494,10.95799,9.0894209,11.771842,9.9616097,9.7682823,8.130601,10.185374,8.8288211,9.6165142,11.579653,8.2485381,12.002689,10.447528,8.5576759,8.7734972,9.0996088,10.578575,8.3446772,8.5993769,8.7066369,9.5634986,9.9115669,11.677269,7.9410585,11.522764,9.7611202,10.824,11.452578,10.414793,8.856661,10.921568,11.26019,10.141325,12.045862,9.4096948,10.614165,9.4969744,11.914359,11.31469,8.4245615,9.1908381,11.700726,11.456689,11.864872,8.7078758,9.936908,11.118884,10.869605,10.420732,9.0321657,10.165335,9.3881304,8.2466346,9.7728486,8.0239301
