CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample20,CASE0__sample21,CASE0__sample22,CASE0__sample23,CASE0__sample24,CASE0__sample25,CASE0__sample26,CASE0__sample27,CASE0__sample28,CASE0__sample29,CASE0__sample3,CASE0__sample30,CASE0__sample31,CASE0__sample32,CASE0__sample33,CASE0__sample34,CASE0__sample35,CASE0__sample36,CASE0__sample37,CASE0__sample38,CASE0__sample39,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample20,CASE1__sample21,CASE1__sample22,CASE1__sample23,CASE1__sample24,CASE1__sample25,CASE1__sample26,CASE1__sample27,CASE1__sample28,CASE1__sample29,CASE1__sample3,CASE1__sample30,CASE1__sample31,CASE1__sample32,CASE1__sample33,CASE1__sample34,CASE1__sample35,CASE1__sample36,CASE1__sample37,CASE1__sample38,CASE1__sample39,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample20,CASE2__sample21,CASE2__sample22,CASE2__sample23,CASE2__sample24,CASE2__sample25,CASE2__sample26,CASE2__sample27,CASE2__sample28,CASE2__sample29,CASE2__sample3,CASE2__sample30,CASE2__sample31,CASE2__sample32,CASE2__sample33,CASE2__sample34,CASE2__sample35,CASE2__sample36,CASE2__sample37,CASE2__sample38,CASE2__sample39,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample20,CASE3__sample21,CASE3__sample22,CASE3__sample23,CASE3__sample24,CASE3__sample25,CASE3__sample26,CASE3__sample27,CASE3__sample28,CASE3__sample29,CASE3__sample3,CASE3__sample30,CASE3__sample31,CASE3__sample32,CASE3__sample33,CASE3__sample34,CASE3__sample35,CASE3__sample36,CASE3__sample37,CASE3__sample38,CASE3__sample39,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample20,CASE4__sample21,CASE4__sample22,CASE4__sample23,CASE4__sample24,CASE4__sample25,CASE4__sample26,CASE4__sample27,CASE4__sample28,CASE4__sample29,CASE4__sample3,CASE4__sample30,CASE4__sample31,CASE4__sample32,CASE4__sample33,CASE4__sample34,CASE4__sample35,CASE4__sample36,CASE4__sample37,CASE4__sample38,CASE4__sample39,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
12.759742,15.416617,17.256603,13.501241,21.169997,16.537432,16.769687,16.068222,14.406861,20.042681,14.893011,16.440911,10.948177,19.37652,11.34552,14.573251,10.545801,17.761663,13.157598,15.306252,14.022868,18.440773,15.899481,14.17108,12.148096,11.580289,12.869179,17.237029,19.113365,20.132397,18.863167,20.496145,18.679073,19.600876,10.835397,12.461572,17.493042,14.97968,11.782713,20.269753,12.376491,16.236926,16.859685,13.993258,16.443237,20.940741,13.54553,10.859665,11.19404,20.588916,11.933472,12.641196,11.560308,11.060036,14.531338,17.677685,14.312072,10.63533,18.238837,18.773673,15.970073,20.07343,19.466897,15.360294,13.709835,16.878521,18.287145,19.737933,20.635895,15.168133,19.343256,17.851233,16.326494,12.324184,11.601743,15.006452,14.899651,17.224382,19.161539,13.186675,10.707601,13.867729,19.069808,12.163306,16.168097,19.36336,16.085563,15.244086,17.23275,11.275497,14.838669,13.328279,12.489505,20.738577,10.649217,18.449829,12.732793,18.09473,11.050722,13.92567,20.562827,15.788378,11.582567,19.94006,19.414445,11.634814,14.393456,16.379733,12.161763,13.385483,16.710459,14.778213,17.782938,17.892469,15.476186,20.317659,15.364552,18.857465,20.182461,17.168798,14.066033,19.652544,18.765881,15.013725,15.151814,16.830096,11.774896,14.605907,10.867971,12.729239,16.388528,13.254097,18.329541,18.551018,19.086509,15.957871,10.712781,19.316806,18.972461,16.357504,12.643685,12.111125,15.77722,17.350026,14.41637,11.020714,11.138652,17.648854,14.869406,17.293816,13.907865,17.801205,12.295139,15.540964,11.512469,20.66014,20.962823,20.414736,19.977468,13.240299,13.704152,19.520026,20.859852,19.277944,11.049585,16.154096,10.891939,16.83314,20.648993,11.738594,18.795479,12.406146,14.640811,11.89487,16.490285,14.621936,15.739772,11.550783,15.361689,20.350045,11.296549,18.326694,19.790178,20.344701,18.083524,17.547563,17.108676,14.249816,12.658243,13.04336,18.92627,10.684906,13.147448,15.301764,18.33911,14.991226,16.406679,16.855921,14.329625,13.25741
13.352679,16.33672,18.471195,14.012572,21.482346,17.445626,17.676649,16.884163,15.000182,19.957239,15.596803,17.418432,11.582848,19.937154,12.022068,14.984243,10.860904,18.957277,13.65473,16.317102,14.223579,18.875033,16.926361,14.47407,12.982355,12.276608,13.460845,17.931966,19.804818,21.094997,19.352387,21.029,19.185353,19.948775,11.222842,13.153687,18.319899,15.6063,12.510238,21.282649,13.110362,16.893388,17.755337,14.583835,17.405136,21.176546,14.211191,11.31918,11.852783,21.454798,12.761734,13.441311,12.107337,11.5707,15.027038,18.37531,14.909252,10.945291,18.939171,19.554697,16.819659,21.202843,20.074444,16.420672,13.935828,18.007651,19.103109,20.826755,20.595199,15.91223,19.912132,18.567378,17.10996,12.894552,12.510888,15.592071,15.431974,18.29373,19.236225,13.937162,11.122423,14.112825,19.745667,12.865635,17.229984,19.965128,16.871359,15.925525,18.239589,11.833632,15.223198,14.110889,13.107367,21.289845,10.964766,19.053917,13.532089,18.826852,11.602832,14.554898,21.024803,16.73775,12.194853,20.484551,20.153362,12.407091,14.991656,17.438327,13.008404,13.842583,17.55835,15.179048,18.233743,18.428945,16.150985,20.299375,16.149347,19.280304,21.218304,17.730252,14.284607,20.786024,19.390499,15.869702,15.884181,17.661705,12.504581,15.164552,11.295221,13.503416,17.588454,13.864596,18.883672,18.890268,19.974293,16.812036,11.066656,20.237124,19.792716,17.119032,13.475476,12.956803,16.607128,18.442362,14.907629,11.625288,11.816177,18.583294,15.46514,18.012136,14.090898,18.806779,12.872599,16.442529,12.102488,21.327512,21.4968,20.889059,20.552872,14.221529,14.373096,20.684607,21.501374,20.059172,11.629403,16.887236,11.323434,17.711428,21.181659,12.599576,19.296439,13.002789,15.330927,12.746879,17.427851,15.149569,16.667068,12.302785,16.019097,20.230096,11.965688,18.847446,20.003432,20.943101,18.676104,18.169773,18.24281,14.608498,13.237045,13.576974,19.63206,10.989296,13.980625,16.274665,19.229971,15.587368,16.67599,18.030558,14.670891,14.126119
13.831045,16.70654,18.912163,14.544295,22.682913,17.733484,18.226831,17.363288,15.615782,21.744531,15.908246,17.731312,12.228415,20.985297,12.405331,15.735462,11.534359,19.430299,14.142405,16.404231,15.210299,19.971308,16.864551,15.3777,13.223507,12.750174,13.954488,18.502304,20.828832,21.889136,20.555517,22.357324,20.198038,21.488457,11.88254,13.546036,18.838648,16.056304,12.936602,22.551628,13.732811,17.501837,18.104518,15.15489,17.848558,22.822228,14.847157,11.921,12.25394,22.649219,13.040436,14.066359,12.716838,12.087009,15.811978,19.600257,15.462643,11.620677,19.796639,20.461913,17.109137,21.814164,21.341276,16.48562,15.00246,18.374174,19.84673,21.320101,22.369812,16.665731,21.137556,19.610121,17.721837,13.390456,12.683824,16.313649,15.826664,18.637367,20.626242,14.420974,11.714158,15.115468,20.763765,13.193959,17.434716,20.958774,17.435643,16.424437,18.7667,12.401025,15.865093,14.763526,13.68499,22.695797,11.624909,19.953316,13.930902,19.653058,12.070116,15.117895,22.428892,17.103335,12.771531,21.930487,21.251222,12.845587,15.61068,17.699611,13.346694,14.534134,18.110257,15.996448,19.515314,19.867208,16.796868,22.084086,16.654168,20.272818,22.51832,18.792745,15.263535,21.392037,20.4236,16.069328,16.390186,18.322751,12.948996,15.937431,11.946407,13.948861,17.733688,14.513986,19.961136,20.158401,21.009242,17.198377,11.693435,20.953591,20.808468,17.634001,13.657519,13.217528,16.867884,18.809419,15.738871,12.241797,12.253523,19.182857,16.033593,18.728228,15.079003,19.624372,13.429748,16.693753,12.600486,22.685068,22.60661,22.433765,21.901964,14.714604,14.958003,21.873461,22.633112,21.068358,12.230514,17.514447,11.858356,18.330216,22.536641,12.8287,20.485619,13.594804,16.136278,12.955743,17.703191,15.885718,16.986477,12.731958,16.730466,22.002032,12.38938,19.872703,21.607304,22.101464,19.747178,19.190397,18.559411,15.327375,13.853733,14.050781,20.593586,11.629686,14.37509,16.75124,20.305036,16.033778,17.919146,18.398853,15.590973,14.54515
14.711263,17.709639,20.073219,15.149046,23.846887,18.838355,19.263724,18.240313,16.271076,22.502466,16.956466,18.68908,12.423144,21.61206,12.90787,16.334611,11.869794,20.405354,15.038148,17.584625,15.633206,20.451811,18.394236,15.748983,13.979223,13.322443,14.79112,19.613875,21.136182,22.77147,21.28534,23.304862,21.131211,21.901654,12.217001,14.293323,19.96351,17.164378,13.454226,22.368646,14.222879,18.49615,19.173114,15.866018,19.176335,23.71106,15.510936,12.335503,12.814358,23.159304,13.781917,14.303446,13.228149,12.595005,16.212693,19.683634,16.121173,11.974127,20.613242,21.276616,18.395432,22.858139,21.761027,17.566081,15.193774,19.520642,21.067726,22.414372,22.604132,17.239427,21.647785,20.160091,18.623036,14.151699,13.458758,17.031867,16.967142,19.778175,21.374572,15.265157,12.09886,15.497713,21.300236,13.867796,18.924301,21.790588,18.596252,17.21525,19.448874,12.786194,16.781,15.069543,14.479357,23.641944,11.974908,20.651831,14.581243,20.475863,12.627669,15.814278,22.984078,18.051883,13.273717,22.218506,21.698286,13.417833,16.184223,18.708789,14.090135,14.955566,18.982073,16.515588,20.019053,19.97799,17.313877,22.467772,17.676204,21.188069,22.620458,19.343457,15.82019,22.310454,20.864364,17.169014,17.337252,19.008073,13.49256,16.482218,12.3126,14.54382,19.146337,14.801394,20.609894,20.948087,21.459828,18.436877,12.156986,22.01495,21.342834,18.874196,14.603135,13.995923,18.08421,19.971688,16.3121,12.541609,12.723042,20.138142,16.992725,19.406392,15.464127,20.447399,14.106447,17.907679,13.256336,23.051721,23.993728,22.614567,22.358789,15.244363,15.484486,21.90939,23.50587,21.995274,12.575579,18.334876,12.411815,19.184275,23.248686,13.53461,20.845493,14.18833,16.51029,13.741691,18.885393,16.422746,18.087684,13.265161,17.502794,22.442877,12.941478,20.443613,21.851006,22.919459,20.155889,19.788446,19.662159,16.242733,14.331032,14.779155,21.449406,12.066413,15.204705,17.270274,20.57277,17.247951,18.314914,19.47559,15.987616,15.223835
14.932528,18.071825,20.538901,15.954177,24.395826,19.525252,19.709847,18.828373,16.768932,22.843533,17.447541,19.20079,13.089474,22.859759,13.556325,17.041065,12.40802,21.410876,15.414113,17.946034,16.328554,21.503984,18.379833,16.654003,14.382536,13.812506,15.128211,20.13241,22.485015,23.574079,21.796615,23.763163,21.786471,23.039172,12.69652,14.762871,20.50552,17.409319,14.054583,24.381422,14.707407,18.922036,19.674445,16.273482,18.859562,23.962275,15.883861,12.888144,13.238594,24.530952,14.25347,15.368476,13.706515,13.017311,17.027517,21.27257,16.737604,12.408759,21.664246,21.893172,18.355893,23.499605,23.059892,18.531129,15.994636,19.808119,21.493644,23.301776,24.091026,17.964416,23.11894,21.033585,19.280638,14.629071,13.785854,17.373365,17.328908,20.456863,22.242689,15.634225,12.550159,16.151565,22.577371,14.585574,18.752128,22.545931,18.728266,17.684673,20.270467,13.432427,17.064626,16.064394,14.564931,24.239585,12.528867,21.688842,15.32054,21.467095,13.097469,16.245492,24.186839,18.348314,13.689566,23.406982,23.082258,13.969851,16.83372,19.365983,14.636819,15.786474,19.813526,16.946912,20.837865,20.970541,18.280745,23.663347,18.001253,22.06097,23.908145,20.02598,16.188803,22.97228,22.356123,17.590002,17.658237,19.917536,14.014481,17.021365,12.797864,15.268596,19.1115,15.824065,21.537339,21.277146,22.70028,18.342717,12.720827,22.904659,22.590322,18.907702,14.966911,14.365035,18.305707,20.51552,16.715799,13.119121,13.353545,21.158,17.271883,20.338989,16.190804,21.329589,14.438338,18.268954,13.580689,24.443317,24.325362,24.015902,23.612566,15.909745,16.316678,23.855666,24.570787,22.498603,13.226592,18.829613,12.73968,19.8631,23.892519,14.080986,22.212215,14.818434,17.224484,14.152733,19.18611,17.240892,18.46984,13.741406,18.194543,23.855536,13.473529,21.609727,23.156257,23.553146,21.313015,20.852132,20.271798,16.242129,15.061403,15.195883,22.168224,12.59818,15.653228,18.656145,21.838813,17.373978,19.173817,20.085154,16.741146,15.792406
15.672861,19.17698,21.510905,16.31072,25.639574,20.275515,20.67827,19.657216,17.832334,24.038706,18.200259,20.553389,13.689866,23.418992,14.078055,17.882048,12.955045,21.616777,16.074258,18.812122,17.012916,22.370491,19.918584,17.314175,14.96573,14.152918,15.695523,21.036425,23.378083,24.6994,23.335266,25.32799,22.711233,23.797052,13.418788,15.332197,21.229451,18.121496,14.615149,24.47031,15.296255,20.006175,20.665317,17.306638,20.703606,25.716184,16.942153,13.266208,13.943363,24.974687,14.749614,15.367031,14.194884,13.598194,17.759853,21.269359,17.455673,13.083621,22.046749,23.018774,19.597057,24.527835,23.410438,18.659741,16.863461,21.07755,22.573986,24.317169,24.909629,18.686435,23.096682,21.843842,20.025518,14.958268,14.451408,18.412843,18.372157,21.170878,22.994044,16.163767,13.242415,17.032944,23.111755,14.864608,20.253092,23.302189,19.909038,18.778638,21.146485,13.837389,18.336476,16.219325,15.460245,25.423342,13.026285,22.377389,15.520831,21.989311,13.542373,17.081547,24.932533,19.796575,14.397912,24.536009,23.176585,14.610187,17.560286,20.592077,15.032874,16.232539,20.435702,18.207179,21.697492,21.83405,18.805859,24.453945,18.905066,22.727132,25.136839,21.301237,17.30021,24.428065,22.657844,18.39407,18.690764,20.682981,14.623323,17.973651,13.425664,15.519404,20.453143,16.190701,22.254273,22.782279,23.496155,19.899048,13.03221,23.497259,22.983701,20.226507,15.451889,14.952138,19.547525,21.267503,17.746189,13.738696,13.815015,21.356717,18.158632,21.082059,17.071794,22.011407,15.14972,18.969246,14.109055,24.930445,25.581535,24.701415,24.321343,16.582438,16.746827,23.536731,25.396843,23.680131,13.654009,19.96741,13.419161,21.002243,25.451011,14.495968,22.733621,15.160283,18.137107,14.68765,20.268738,17.964861,19.584827,14.552396,18.630221,24.177426,13.846032,22.159207,23.913057,24.805012,21.915868,21.141953,21.096681,17.413073,15.592752,16.005663,23.140967,12.98382,16.18675,18.415998,22.502695,18.099616,19.98173,20.829495,17.458766,16.440779
16.161255,19.239206,22.259632,16.932392,26.427334,20.805379,21.298676,20.403869,18.072049,25.211027,18.946325,20.257179,14.038766,24.502451,14.333324,18.080819,13.233323,23.115136,16.636773,19.267858,17.407314,22.839666,19.678729,17.527542,15.759668,15.090742,16.542104,21.514606,23.859363,25.281013,23.459088,25.641291,23.708614,24.554509,13.761515,15.932322,22.280524,18.825231,15.023915,26.018711,16.107367,20.117622,21.261359,17.336335,20.533503,26.106096,16.856798,13.91227,14.196893,26.147148,15.392297,16.49335,14.657282,14.102025,18.140478,22.590677,18.020583,13.385659,23.223232,23.763994,20.289161,25.379953,24.551978,19.723764,16.915848,21.554775,23.025563,24.720823,25.147494,19.24257,24.305379,22.53284,20.624153,15.949378,14.917584,18.868927,18.491299,21.903878,23.913759,17.055925,13.507382,17.219693,24.087494,15.496359,20.183317,24.930293,20.166046,19.077441,21.862305,14.430168,18.175096,17.333625,15.777673,26.228258,13.44399,23.168519,16.396703,22.916119,14.140572,17.690894,25.801985,19.693346,14.731235,24.994821,25.156233,14.877721,18.171648,20.482839,15.685469,16.880415,21.224952,18.103468,22.625868,23.096891,19.560935,25.086874,19.65016,23.950933,25.780209,21.285851,17.477416,24.751605,23.696487,18.986083,19.242801,21.125931,15.025927,18.387572,13.750575,16.504276,20.953987,16.728625,23.334781,23.279578,24.138356,19.863571,13.579992,24.54803,24.330972,20.746893,16.211387,15.73222,19.714569,22.392995,17.882671,14.137578,14.200363,22.55742,19.053119,21.887345,17.015524,22.704363,15.726157,20.067318,14.825177,26.211248,26.620715,25.70493,25.228391,17.358735,17.411212,25.286052,26.428272,24.476753,14.092591,20.11359,13.792312,21.194767,25.716224,15.191553,23.778986,15.888783,18.502543,15.395339,20.710665,18.239798,19.60388,14.623255,19.498882,25.364589,14.526591,22.930038,24.817813,25.809812,22.939106,22.661214,22.124791,17.721102,15.899221,16.292293,24.047618,13.396543,16.947547,20.069224,23.631715,18.910823,20.367101,21.592701,17.690766,17.07597
16.785757,20.676956,22.993766,17.626599,27.21929,21.904038,22.238864,21.269737,18.94142,25.373963,19.223035,21.886509,14.537372,25.163519,15.085509,19.060994,13.821309,23.419123,17.167314,20.364043,18.488478,23.937513,21.333261,18.67992,15.939575,15.316401,16.653056,23.029108,25.212321,26.620251,24.51309,26.689373,24.151088,25.898265,14.082848,16.384015,22.961906,19.806769,15.575759,26.493563,16.261431,21.383518,21.989628,18.573758,22.022157,27.329429,18.14214,14.382609,14.871518,27.082389,15.854566,16.732864,15.439392,14.609936,18.983716,22.950805,18.768136,13.942162,24.006408,24.571293,20.853982,26.839733,25.860004,20.001299,18.140237,22.154296,24.20909,26.147125,27.162257,20.07856,25.735103,23.852355,21.823396,15.976323,15.576552,19.811772,19.559797,23.028547,24.62336,17.247608,14.176953,18.14374,25.103933,16.03974,21.65556,24.57639,21.413652,20.085438,22.432327,14.85906,19.487326,17.588514,16.706773,26.907081,13.891151,23.911977,16.919699,24.020831,14.56165,18.195235,27.111859,20.646635,15.30907,25.902192,24.748119,15.590959,18.885325,21.937861,16.237106,17.432564,21.988774,19.463447,23.116881,23.156123,20.636076,26.452265,20.027123,24.083796,26.881999,22.872437,18.305581,25.986635,24.428345,19.954015,19.879421,22.195486,15.764458,19.41433,14.381832,16.822913,21.816967,17.373566,23.86591,24.128579,25.382654,21.174128,13.950205,25.418031,24.723481,21.32017,16.627053,15.901433,20.776097,22.341314,18.960719,14.557477,14.947127,23.342066,19.304762,22.50659,18.254723,24.092304,15.991225,20.186866,15.132378,27.256131,27.381463,26.76973,26.262996,17.460539,17.935318,25.9111,26.868613,25.250549,14.792901,21.342749,14.275254,22.631894,27.099294,15.430521,24.238109,16.177968,19.412037,15.797116,21.842352,19.206731,20.884291,15.420182,20.16244,26.3179,15.073351,23.920108,25.483644,26.411012,23.695992,22.530447,22.48604,18.761173,16.817567,17.084926,24.854015,14.178609,17.419512,19.77523,24.004649,19.666061,21.71244,22.505557,18.949887,17.56382
17.407078,20.992338,24.08866,18.351079,28.51638,22.277023,22.772202,21.618863,19.419795,27.041289,20.286635,22.25195,15.074324,25.862617,15.497392,19.642306,14.259385,24.334593,17.926167,20.797311,18.44797,24.647343,21.200068,18.940262,16.862455,15.923547,17.779886,22.934076,25.689798,27.289631,26.01646,28.160088,25.53084,26.08461,14.706509,17.030977,23.680786,19.994062,16.19531,28.221245,17.303144,22.016491,23.084508,18.665976,22.255966,28.050814,18.209003,14.727905,15.246446,27.974173,16.483828,17.437252,15.780567,14.981142,19.677002,24.203864,19.405346,14.365197,24.645199,25.224554,21.697028,26.847236,25.952879,21.359918,17.992932,23.435363,24.660917,26.335338,27.271956,20.6844,25.652218,23.65626,21.837258,17.005847,15.96025,19.872806,19.691191,23.29615,25.820469,18.318191,14.65014,18.565537,25.277746,16.853829,21.777575,26.218936,21.74464,20.563223,23.728203,15.271797,19.941771,18.352343,17.087873,28.447925,14.490188,25.321273,17.442161,24.271113,15.157455,19.098376,27.517205,21.654703,15.966685,27.436316,26.438138,15.909822,19.395158,22.307946,16.899061,18.069101,22.634372,19.653025,24.266443,24.201729,20.500207,26.835103,20.931822,25.522359,27.469382,22.820365,18.640129,26.827503,25.552165,20.15922,20.758344,22.985229,16.016616,19.052269,14.516945,17.653078,22.413554,17.889375,24.725886,24.992963,25.627106,21.551848,14.563687,26.079209,25.807215,22.269686,17.542113,16.993187,21.183029,24.420871,19.498743,15.115131,15.15878,23.817153,20.214984,23.651517,18.43824,24.032572,16.873577,21.165181,15.684736,27.886721,28.175255,27.366901,27.012483,18.283173,18.723323,26.468691,28.542299,26.212749,15.083866,21.634202,14.894814,22.541014,27.727761,16.461669,25.662443,17.273946,19.820955,16.327557,22.369225,19.683032,21.366237,15.890046,20.880898,26.952656,15.247098,24.734099,26.992615,27.162544,24.2863,24.032099,23.359916,19.015173,17.160167,17.51506,25.273142,14.152763,18.203117,21.210366,25.207126,20.197155,21.717485,22.94252,18.958444,18.347881
18.105172,21.83145,24.167488,18.722836,29.011891,23.191888,23.75359,22.313634,20.246961,27.391022,20.790409,23.029734,15.683958,27.596849,16.089397,20.329263,14.89921,25.441139,18.277984,21.266429,19.656879,25.66828,22.539794,19.856383,16.907903,16.353085,17.745289,24.116924,26.801934,28.127978,25.626187,28.577194,25.604577,27.518179,15.300703,17.443976,24.474601,21.074446,16.795443,27.811734,17.078247,22.622774,23.598224,19.933747,23.062658,29.068055,19.486459,15.32036,16.058381,28.637003,16.782387,17.975329,16.174878,15.644346,20.301788,24.669352,19.989578,14.891545,25.493292,26.576899,22.38343,28.527938,27.258973,21.452767,19.185649,23.754548,25.805668,28.083074,28.648346,21.617665,27.249259,25.434438,23.246138,17.213464,16.443149,21.411837,21.138583,24.320289,26.224198,18.469467,14.939891,19.411009,27.199924,16.828354,23.036087,27.288082,22.597439,21.088808,24.284611,15.977789,20.4497,18.76406,17.419562,28.809192,14.802094,25.24663,17.898462,25.482707,15.616659,19.092074,28.904385,21.964544,16.283961,27.142235,26.773822,16.590773,20.197574,22.981993,17.197008,18.912431,23.537395,20.362102,24.740125,25.129386,22.080057,28.341409,21.785626,26.166214,28.294788,24.133425,19.56788,27.448176,25.690352,21.318124,20.922663,23.413216,16.878443,20.993682,15.537818,17.79194,23.194417,18.599107,25.426516,25.730759,26.999871,22.592238,15.038498,27.721424,26.640417,22.824975,17.364862,16.715951,22.412793,24.063375,20.072818,15.736667,15.780224,25.191328,20.894822,23.960704,19.399411,25.469519,17.21593,21.931412,16.228512,29.116605,29.632996,28.237382,27.971562,19.085897,19.353178,27.749212,29.028531,27.144032,15.601751,22.876376,15.228572,24.046138,28.857796,16.473314,25.644115,17.118364,20.735967,16.83729,23.312289,20.419024,22.166569,16.320611,21.512013,28.123534,16.259857,25.619029,27.064256,28.919661,25.085257,24.281966,24.732546,19.870348,17.993965,18.409443,26.725096,15.18049,18.443978,21.616586,26.075853,21.043531,22.876707,24.04843,20.22058,18.729311
18.329679,22.32631,25.535845,19.539392,30.12551,23.767456,24.318921,23.78064,20.563443,28.879986,21.540234,23.982008,15.971248,27.172869,16.352224,20.934353,15.042466,25.886665,18.987547,22.483124,19.924734,26.049971,22.780959,20.145358,17.907623,17.034336,18.740443,25.035807,27.587523,29.290673,27.422949,29.217983,27.388047,28.295543,15.587504,18.234191,25.213171,21.478182,17.180512,29.911783,18.326037,23.414017,24.286657,19.869247,24.007943,29.521812,19.28814,15.766263,16.060114,30.354115,17.766616,18.595269,16.870107,15.970566,20.80165,25.660621,20.396673,15.280225,26.624949,26.733575,22.96246,28.576169,28.32991,22.677634,19.400702,25.042882,26.27185,28.230221,29.037545,21.893681,27.462011,25.567302,23.193766,18.053281,17.059976,21.460984,21.527394,25.052847,27.709374,19.545383,15.553057,19.973575,26.977866,18.050695,23.249109,27.391785,23.173573,22.237936,24.73638,16.527067,21.394195,19.599974,18.456197,29.793141,15.315856,26.650152,18.742896,26.178598,15.943091,20.455943,29.565222,23.227073,16.953196,29.18146,28.580403,17.398836,20.613272,23.878497,17.961375,19.128216,24.191204,21.49703,25.837652,26.047817,21.982876,29.00734,22.02142,27.134981,30.235614,24.669937,20.356565,28.958413,27.278492,21.575851,22.255721,24.651931,17.152611,20.555461,15.603359,18.688501,24.047216,19.104079,26.820452,26.860193,27.733291,22.775286,15.468736,27.349206,27.603038,23.748487,18.748985,17.92932,22.581413,25.474666,20.853153,15.852255,16.437577,25.248191,21.322243,25.042491,19.527144,25.706978,18.231073,22.547243,16.787619,29.324577,29.266806,29.426336,28.808659,19.526086,19.768681,28.761026,29.857529,27.41482,16.275984,23.327742,15.742,24.575179,29.47522,17.228316,27.630159,18.50912,21.034101,17.572863,23.612799,21.132854,22.855629,16.985101,22.073212,28.693759,16.247026,26.025066,28.254849,28.845827,26.33702,25.726042,24.635466,20.060259,18.011888,18.544097,27.036958,15.122253,19.36431,22.505868,26.178212,21.442135,23.407713,25.036328,20.135993,19.401215
19.125994,23.135241,25.945348,19.809563,30.959751,24.699649,25.342907,23.61171,21.496057,28.771137,22.168877,24.384957,16.642633,28.973855,17.138366,21.497546,15.795173,26.778443,19.524561,22.457836,20.52285,27.349604,23.825111,21.18209,18.205553,17.456562,19.21865,25.475877,28.069951,29.567761,28.126333,30.300624,27.060094,28.875127,16.184841,18.896717,26.2095,22.438515,17.735032,30.012852,18.555485,24.177405,25.098723,21.152028,24.813037,30.960265,20.786814,16.449189,17.065747,30.431954,17.661326,19.165372,17.434135,16.482411,21.759183,26.52552,21.366111,15.874348,27.034515,28.43868,23.787194,30.558549,28.257356,22.939695,20.407113,25.164485,27.512807,29.308603,30.833577,22.909037,29.013606,26.778336,24.562569,18.353287,17.428099,22.200594,21.744384,25.884436,27.299268,19.55938,15.873083,20.136543,28.855871,17.991328,24.698948,28.648807,24.56771,22.377294,25.91014,16.750031,21.762871,20.156628,18.711326,31.333058,16.000068,27.200352,19.137821,27.242582,16.640518,20.499888,30.337786,23.448358,17.423697,29.631318,28.403607,17.432583,21.535097,24.82345,18.357383,19.689073,24.910008,21.442747,26.653752,26.611971,23.327002,29.39122,23.2446,27.648147,29.177887,25.67394,20.187525,29.1666,27.824213,22.439006,22.6191,24.846134,17.7723,22.07744,16.432021,19.029545,24.685089,19.785236,26.859651,27.303662,28.186771,24.277953,16.100532,29.126766,28.145534,24.337915,18.765527,18.334399,23.735097,25.917851,21.273712,16.882546,16.686538,26.70817,22.291011,25.66916,20.632515,27.135603,18.144313,23.194265,17.048761,31.352668,32.210661,30.317136,29.743755,20.171713,20.606074,29.389076,31.170818,29.427118,16.589403,24.243315,16.248356,25.219046,30.387169,17.930565,27.156127,18.283601,22.095669,17.741726,24.784896,21.527581,23.381683,17.310616,23.434909,29.939804,17.04041,27.194922,29.61467,30.152524,26.508528,26.323513,25.922201,21.100702,19.128875,19.483712,28.488598,16.000142,19.807715,22.808576,27.966805,22.344226,24.425377,25.155303,21.778282,20.221622
