CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
4.3829415,4.6175089,4.4009072,4.4859728,4.4961232,4.6294492,4.5538023,4.4575277,4.6335969,4.5299911,4.4697197,4.4410027,4.5823889,4.5953574,4.5612702,4.513185,4.4305046,4.5758214,4.6007014,4.4891989,4.3914681,4.5463349,4.4311846,4.4469977,4.5739561,4.6275927,4.6269279,4.5686114,4.4845072,4.3946154,4.5820648,4.5279089,4.6318236,4.5409735,4.5952923,4.4944959,4.6100031,4.445723,4.4676913,4.4902783,4.4887798,4.5636145,4.592674,4.5139544,4.4765107,4.5767051,4.4117069,4.4988841,4.6112566,4.3902508,4.6295217,4.4964425,4.5706267,4.433023,4.5546111,4.4488223,4.4671542,4.4081926,4.6334413,4.6220029,4.4670304,4.5576634,4.6357197,4.4228799,4.6211314,4.5524504,4.4864797,4.6283435,4.4885059,4.4793017,4.584842,4.5316207,4.5562251,4.5995073,4.5155676,4.4036927,4.6074353,4.3998718,4.4454082,4.4419712,4.4878682,4.4830835,4.6138571,4.4200334,4.4618552,4.5568732,4.5824802,4.5951285,4.6302218,4.5298231,4.4504831,4.382882,4.6267447,4.4585661,4.5682424,4.4097575,4.5401994,4.6269927,4.4987728,4.5091124
4.9410747,5.191125,4.9457383,5.0442815,5.0552654,5.2006588,5.1121782,5.0170385,5.206313,5.0932053,5.0305799,4.997286,5.1486874,5.1615539,5.1033197,5.0737649,4.988021,5.1406137,5.1686971,5.0512224,4.9509125,5.0942326,4.9889173,4.9932669,5.1386452,5.1978981,5.1929642,5.1104278,5.0347415,4.9496918,5.1483669,5.0836234,5.1993641,5.0769218,5.1614888,5.0461977,5.1794733,4.9944052,5.0294412,5.0568915,5.0549456,5.1237657,5.1590318,5.0810195,5.0246792,5.1425888,4.9828684,5.0556226,5.1895415,4.9496626,5.1968351,5.0484716,5.134512,4.9908668,5.0929062,4.9973472,5.0224334,4.9583373,5.2170141,5.1877807,5.0271117,5.0967977,5.2164027,4.9833339,5.1944162,5.1116388,5.0446053,5.1996075,5.0472411,5.0510549,5.1385963,5.0880985,5.1143343,5.1650449,5.0722616,4.9497267,5.1761846,4.9506696,4.9944394,4.9983136,5.0462909,5.0358482,5.1884624,4.9797504,5.0234856,5.0954503,5.1488222,5.1497226,5.215222,5.0829761,4.9978451,4.9409897,5.1928156,5.0017372,5.1413172,4.9599563,5.121502,5.1846511,5.0560722,5.0657099
5.3258957,5.5977898,5.3509659,5.4515748,5.4692504,5.6352226,5.5169413,5.398396,5.6364449,5.4922501,5.3963303,5.3645288,5.5387202,5.5669284,5.5125255,5.4441085,5.3529968,5.5406955,5.5736913,5.4397865,5.3371327,5.4889955,5.3534743,5.3589149,5.5382423,5.6270045,5.6104702,5.5203555,5.4324197,5.3437929,5.5383896,5.4716475,5.6128326,5.5056482,5.5668446,5.4471456,5.5844427,5.3842147,5.4112696,5.4588647,5.4600798,5.531726,5.562221,5.476419,5.4242269,5.5467878,5.3653855,5.4714865,5.5903481,5.3355272,5.6101918,5.4374152,5.5336005,5.3559776,5.5061301,5.3879972,5.4098475,5.344473,5.6297656,5.6054832,5.4103131,5.5123507,5.6337759,5.3605617,5.6158186,5.5352631,5.4521615,5.6338875,5.4549616,5.4527624,5.5563632,5.4661547,5.5193119,5.5707485,5.4723841,5.354076,5.5813126,5.3286315,5.3846941,5.3657777,5.4541818,5.4157111,5.5958082,5.3571002,5.4037176,5.5085912,5.5387431,5.5688727,5.6291168,5.4892584,5.3791664,5.3258142,5.6098785,5.3842118,5.5341905,5.3463766,5.5333944,5.6321827,5.4716506,5.4727646
5.9125534,6.2504477,5.9465694,6.055648,6.1008604,6.2576937,6.1410727,6.0162914,6.2458447,6.1181694,6.0314895,5.9933311,6.1983692,6.2039573,6.1397061,6.0995572,5.988341,6.1840387,6.2002808,6.0671577,5.934935,6.1342634,5.9873718,5.9910814,6.1814203,6.2437933,6.2479058,6.143384,6.0638834,5.9434621,6.1843375,6.1208092,6.2358519,6.1331216,6.2038255,6.085014,6.2459957,6.0185249,6.0270346,6.0754427,6.0790077,6.1740688,6.1910661,6.1048672,6.039725,6.1945851,5.9830732,6.088422,6.2470932,5.932843,6.2328068,6.0761867,6.1649412,5.9897871,6.1333213,6.0117585,6.0569743,5.9661485,6.2818191,6.2446831,6.0260535,6.1449305,6.2668251,5.9653295,6.2579718,6.1772735,6.0650213,6.2557422,6.0586996,6.0642487,6.2034662,6.1242844,6.1438875,6.2144447,6.1145755,5.9499764,6.2428559,5.9456871,6.0110871,5.9960425,6.0673932,6.0402208,6.2281748,5.9608228,6.0238481,6.1360593,6.1971363,6.2212338,6.2606005,6.1176734,6.0097511,5.9123713,6.247204,6.019153,6.160564,5.9699768,6.1603339,6.2561227,6.0906088,6.0934641
6.2727673,6.5536206,6.2790152,6.3673143,6.3954487,6.6087596,6.45512,6.3373358,6.5905906,6.4395142,6.3614646,6.3152235,6.4910723,6.5424212,6.4659932,6.4128238,6.2891343,6.489181,6.5502026,6.4035685,6.2497425,6.452233,6.2891372,6.3130663,6.4865731,6.602509,6.5746898,6.4499274,6.386269,6.2652506,6.4820292,6.4260867,6.5807989,6.4527018,6.5424543,6.378715,6.5529432,6.3267907,6.3513709,6.38787,6.3980113,6.4934649,6.5318016,6.4322456,6.3554247,6.4746995,6.3005239,6.4119628,6.5419621,6.2586225,6.5774231,6.3824584,6.471967,6.2925243,6.4543467,6.323122,6.3441915,6.2719637,6.6253829,6.5656343,6.3506235,6.4666669,6.6181318,6.2875998,6.5582777,6.4803605,6.3739669,6.6073859,6.3740719,6.38961,6.5018029,6.4227184,6.4544189,6.5329232,6.3944366,6.2835978,6.5369679,6.2643046,6.3118156,6.3161857,6.3754964,6.3661676,6.5607001,6.2968628,6.3394486,6.4585862,6.4906908,6.5047256,6.6110248,6.4395212,6.3156273,6.2728427,6.5739375,6.3228682,6.4772157,6.269806,6.4484945,6.6059965,6.4057074,6.4087297
6.714505,7.0770843,6.7483743,6.8696307,6.9164638,7.1308963,6.9682685,6.8325121,7.0983585,6.9437509,6.854133,6.8000166,7.033032,7.0617123,6.9700961,6.9239514,6.7816965,7.0049229,7.0683841,6.8658692,6.7426676,6.9335705,6.785818,6.7930459,7.0021746,7.1127748,7.1001687,6.9831312,6.8699036,6.7536428,7.0233942,6.9247662,7.1207058,6.9730968,7.0615167,6.8967266,7.0897043,6.8109647,6.8370366,6.8617697,6.8932886,6.9854333,7.0443037,6.935044,6.8590498,7.0249067,6.7776535,6.9223924,7.0762752,6.7512149,7.1172445,6.8848791,6.9969195,6.7857757,6.9681683,6.8216635,6.8527982,6.7465849,7.127793,7.0890133,6.8346498,6.9686508,7.1296257,6.7666992,7.0862864,6.9794882,6.8717903,7.1273482,6.8863436,6.8923457,7.0413002,6.9169346,6.986206,7.0633271,6.9159861,6.7515102,7.0706321,6.7370339,6.8090269,6.803623,6.8760827,6.8642205,7.0894609,6.7725736,6.8392207,6.9694396,7.0416624,7.0426839,7.1231359,6.9432953,6.8249178,6.714346,7.0992876,6.8070082,6.996973,6.7450664,6.970701,7.1217866,6.9201544,6.9074058
7.3193937,7.7009786,7.3592721,7.4746747,7.5245128,7.7241675,7.6055775,7.4232124,7.7067558,7.5655321,7.4566472,7.4027419,7.6543692,7.6788021,7.5794419,7.548499,7.3917106,7.6303475,7.6772388,7.4813714,7.3580651,7.5618587,7.3838432,7.3891705,7.6256963,7.7287862,7.709834,7.6147293,7.4597154,7.3638038,7.6488243,7.5365162,7.7313267,7.5851334,7.6787364,7.5056561,7.6909902,7.413663,7.443561,7.4919213,7.5008058,7.6050359,7.6563642,7.5534294,7.4560366,7.6499345,7.3797397,7.526973,7.7006135,7.3562947,7.727197,7.5097626,7.6335621,7.3880708,7.5818488,7.4188222,7.4435681,7.345711,7.7235592,7.6886843,7.4365286,7.5832359,7.7348193,7.3658566,7.7047475,7.61916,7.4750211,7.7223057,7.4811996,7.5065319,7.6390166,7.5476495,7.6068077,7.6857858,7.5132155,7.363808,7.6861628,7.341364,7.4083063,7.3985076,7.48934,7.4659766,7.6959226,7.3617608,7.4427999,7.5829047,7.6494599,7.6740294,7.7307579,7.5649778,7.424137,7.3195547,7.7087711,7.4042973,7.6186247,7.3468409,7.5934196,7.7240161,7.5448973,7.5249186
7.5492601,7.9591975,7.5847089,7.6912305,7.7730482,8.0075009,7.8506458,7.6679284,7.9791796,7.7954356,7.6833329,7.6300737,7.8903418,7.9052042,7.8024248,7.782645,7.6358815,7.8839793,7.9050636,7.717447,7.5541031,7.7831814,7.615815,7.6412597,7.8813537,7.9943698,7.9852397,7.8229706,7.7176417,7.577511,7.8861249,7.7946247,7.9738062,7.7939414,7.9051379,7.7457375,7.9270602,7.64566,7.6781787,7.735398,7.7348403,7.8706742,7.8883559,7.7996064,7.6950932,7.8714999,7.6203789,7.7760002,7.9412163,7.5730949,7.9711638,7.7483069,7.8584566,7.6221459,7.7988026,7.6522007,7.6883682,7.5758427,8.0240352,7.9750063,7.6920788,7.8112135,8.0321354,7.6093278,7.9718211,7.8644973,7.7052103,8.0077332,7.7122915,7.7575912,7.8975433,7.8034394,7.8313903,7.9114897,7.7728371,7.5830512,7.9360892,7.5685866,7.6459688,7.6385743,7.7111277,7.7198808,7.9404665,7.5963027,7.6789969,7.8148558,7.8867994,7.9131829,7.9932373,7.8073367,7.6557001,7.5491378,7.9843973,7.6628813,7.8584426,7.5576429,7.8238557,8.0032723,7.7810738,7.7673457
8.3079147,8.7028741,8.3658541,8.4803911,8.5190948,8.7621026,8.5959547,8.4157328,8.7539133,8.5607324,8.4364205,8.4131152,8.6415754,8.6722261,8.5734663,8.5233541,8.362609,8.6197573,8.6655061,8.4707927,8.3153212,8.5518389,8.3685453,8.40321,8.6316997,8.7512554,8.7233628,8.5967708,8.4831536,8.3294226,8.6421943,8.5258818,8.741167,8.5743152,8.672091,8.4766789,8.6885268,8.4186971,8.4337231,8.4937144,8.4845368,8.6005172,8.6709389,8.5159272,8.464379,8.6293484,8.3902954,8.5056156,8.7092846,8.3131794,8.7377856,8.493491,8.6205507,8.3608903,8.5796493,8.4285125,8.4422915,8.3428836,8.7618477,8.7216364,8.4490237,8.5772195,8.7638022,8.3660551,8.7066178,8.6092895,8.4750552,8.7590133,8.4752452,8.5051011,8.6463736,8.5219403,8.6137527,8.6847817,8.521494,8.3463492,8.6882857,8.3272769,8.3976423,8.4274981,8.4849025,8.480201,8.6939254,8.3796257,8.4243205,8.5788761,8.642877,8.6673928,8.765419,8.5624641,8.432307,8.3077492,8.741612,8.4273643,8.6095445,8.3483921,8.6019364,8.7426912,8.5141672,8.495369
8.6162753,9.0530622,8.6829801,8.7681626,8.8151595,9.0938764,8.9249283,8.7141638,9.077938,8.8819848,8.7579836,8.716769,8.9738335,9.0117296,8.9277951,8.8248113,8.690271,8.9449268,9.021224,8.7956056,8.656069,8.8865365,8.6888358,8.6953729,8.9571599,9.1071466,9.0488099,8.9301176,8.7669294,8.6559432,8.9482353,8.8383501,9.0497749,8.8933051,9.0111418,8.8104252,9.0436973,8.7320964,8.7506413,8.800308,8.799703,8.9355551,8.9878938,8.8377088,8.7620126,8.9541115,8.6875381,8.8380348,9.0349342,8.6495301,9.0453254,8.8143129,8.9494129,8.6984362,8.8913354,8.7360351,8.7480502,8.6513849,9.100311,9.0535864,8.7374183,8.9112603,9.1162397,8.6917404,9.0570001,8.9310685,8.7797225,9.0806278,8.7803031,8.8112497,8.9809587,8.8398364,8.931923,9.0057198,8.8135436,8.6950117,9.0320234,8.6435369,8.7179488,8.7057255,8.765058,8.764836,9.0495705,8.7152653,8.7245381,8.8964295,8.9487574,8.9985062,9.1023148,8.8950136,8.7406741,8.6166736,9.0527098,8.721307,8.9340147,8.6652451,8.9243556,9.0799451,8.8150159,8.8093317
