CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
4.2289726,4.2178511,4.1049328,4.4340373,4.5893747,4.0063168,4.0740696,3.9311982,4.3765255,4.3285686,3.9971904,4.5062276,4.5587202,4.2976589,4.3543054,4.6284801,4.6969195,3.9755977,4.4619854,4.1467487,3.9875178,4.0683736,4.1048704,4.4488656,4.1672888,4.3851632,4.4966271,4.2279956,4.0044662,4.6381628,4.0315085,4.4593447,3.9378847,4.6111519,4.2184538,4.3141069,4.292703,4.6937593,4.3990554,4.5595587,4.3094194,4.2735956,3.9833792,4.0294864,4.1558446,4.181425,4.6056867,4.6821356,4.5634641,4.4439496,3.9985312,4.3849303,3.9184351,4.5072984,4.6334057,4.0948105,4.37927,4.13953,4.2235739,4.4854688,4.0041479,4.3756265,3.9286243,4.683967,4.49989,4.2937077,4.2023839,4.1034427,4.0831361,4.2005143,4.3190829,3.991695,3.9762328,4.4494171,4.4886479,4.385018,4.6455284,4.5819444,4.1599018,4.5578581,4.139818,4.0155954,3.9373248,4.2673863,4.6250866,4.4170352,4.3171604,4.5625171,4.4680628,4.0352957,4.519435,4.1437395,4.1850169,3.9566893,4.5936298,4.3872135,4.0835282,4.6756353,4.3820576,4.275466
4.7484469,4.731635,4.6165621,4.9968516,5.1534861,4.5200919,4.59098,4.405886,4.9335924,4.8742561,4.5094521,5.0868618,5.1241579,4.8378297,4.9012506,5.2020276,5.2618155,4.4619888,5.0236454,4.6565947,4.4649844,4.5857907,4.6165132,5.0053954,4.679378,4.9252191,5.0486421,4.7472285,4.5040221,5.2212191,4.530163,5.0081164,4.4126608,5.1775559,4.7434329,4.8583405,4.8321519,5.2671115,4.9299043,5.1180758,4.852848,4.8081961,4.4782417,4.5274068,4.6957196,4.713373,5.1747858,5.2608566,5.1057649,5.0002895,4.4788366,4.9497313,4.4048107,5.087863,5.2062242,4.6146475,4.918665,4.6479109,4.7488923,5.0356592,4.5249263,4.9225005,4.4030569,5.247194,5.056826,4.8332767,4.7210877,4.6319354,4.6054722,4.7378488,4.8637704,4.5051556,4.4628513,4.9965583,5.0532334,4.9376124,5.2236494,5.1476752,4.6708832,5.0938363,4.648244,4.5194039,4.4112577,4.7984585,5.1900255,4.9706161,4.8619043,5.1044151,5.0341534,4.5339355,5.0783699,4.6530245,4.718455,4.4634218,5.1597591,4.9276201,4.5893171,5.2469421,4.9399861,4.8104074
5.1425666,5.1091195,4.9908053,5.3537883,5.5600568,4.9015675,4.9788353,4.7822381,5.3240378,5.2658251,4.8908902,5.4784737,5.5368344,5.2142125,5.2809114,5.6266261,5.6666024,4.8344036,5.4036841,5.0452644,4.8466147,4.9642006,4.9907453,5.3878952,5.0573199,5.2946292,5.4375609,5.1416833,4.8688201,5.6332936,4.9125247,5.3898478,4.7930959,5.5832853,5.1219477,5.2230142,5.193117,5.6732832,5.3101786,5.5247874,5.2465048,5.1714622,4.8464035,4.9095716,5.0729217,5.1022144,5.5782893,5.6624494,5.5150092,5.3674937,4.8590196,5.3523332,4.7744422,5.4797656,5.6361942,4.9876533,5.2881254,5.0336776,5.123835,5.4332137,4.9027131,5.3079101,4.7711142,5.6517504,5.4724745,5.2101104,5.1077275,4.9867135,4.9869739,5.121797,5.244183,4.8807346,4.8346752,5.3610031,5.4357001,5.3186068,5.6348069,5.5383977,5.0606931,5.5098728,5.0339851,4.8990261,4.7784855,5.1659342,5.6080962,5.3727605,5.2378705,5.5184809,5.4141923,4.9162819,5.4685057,5.0398723,5.0917058,4.831484,5.5654352,5.2969615,4.9783171,5.6549187,5.3241279,5.1737388
5.7024262,5.6537375,5.506273,5.9927165,6.1998942,5.4051936,5.4825332,5.2318127,5.9129374,5.8392855,5.3771815,6.1163131,6.1663947,5.7965697,5.856722,6.2801285,6.3316829,5.315089,6.0235642,5.5782655,5.3499385,5.4622712,5.5237552,6.0074783,5.5675453,5.9147561,6.0764105,5.7033668,5.3712836,6.2787707,5.4019321,6.0328058,5.2463428,6.2226468,5.6963637,5.8034028,5.7813264,6.3394869,5.9043393,6.1492678,5.8123948,5.7442737,5.3346678,5.3977031,5.6355492,5.6588911,6.2269701,6.331838,6.1427677,5.9983615,5.3598565,5.9312553,5.2224838,6.129918,6.2462178,5.5038199,5.9099985,5.5437708,5.6803232,6.0516569,5.4014637,5.8917214,5.221663,6.2953707,6.0847179,5.792139,5.6693473,5.5069886,5.504393,5.7020866,5.8239287,5.3760693,5.3296498,5.9927814,6.0494154,5.9145297,6.2697518,6.1962507,5.5974172,6.1330774,5.5443927,5.3989765,5.235923,5.7533048,6.2463117,5.980324,5.8147506,6.1406742,6.0521423,5.403793,6.117693,5.5604751,5.6554174,5.313154,6.2069059,5.9173521,5.4903027,6.3171937,5.9133969,5.7606907
6.0942007,6.0241769,5.9019214,6.2824705,6.5267121,5.8154204,5.880038,5.6908542,6.2431449,6.1868092,5.791901,6.4100237,6.4574832,6.1725995,6.2192304,6.618783,6.6728055,5.74291,6.3395017,5.9615908,5.7554802,5.8923472,5.9041683,6.3143262,5.9660753,6.2305015,6.3824635,6.0835036,5.7907646,6.6235648,5.8263904,6.3328718,5.699516,6.5606479,6.074466,6.1875318,6.1556722,6.6800635,6.2384218,6.4648467,6.1746061,6.1353636,5.7520287,5.8225787,5.972517,5.9858759,6.5353115,6.6660872,6.4681905,6.3192124,5.7721158,6.2783647,5.6598201,6.416595,6.5903229,5.8998019,6.2165233,5.962023,6.0622492,6.3880587,5.8192633,6.2275684,5.6883752,6.6601798,6.4052427,6.1572217,6.0050129,5.9117802,5.8943137,6.0696143,6.1865352,5.7877291,5.7456727,6.3199979,6.3818419,6.2455401,6.5858919,6.4822034,5.9664065,6.4682142,5.9582955,5.8116041,5.700796,6.1102112,6.5947005,6.3020716,6.1912711,6.4527504,6.3408099,5.829305,6.4158404,5.9549562,5.9752301,5.7350925,6.519572,6.2266814,5.8904892,6.651943,6.2796207,6.1429284
6.4505358,6.4320327,6.280367,6.8045377,7.0425027,6.1309749,6.2483626,5.9937015,6.6936246,6.6166235,6.1190756,6.9156883,6.9895658,6.5695859,6.6664285,7.1216539,7.1818169,6.0340707,6.8388195,6.3341445,6.063598,6.2374377,6.279794,6.8216618,6.3485158,6.690695,6.8762454,6.4451366,6.0971853,7.1320889,6.1475307,6.8354055,5.9981019,7.0703466,6.4402877,6.588943,6.5577205,7.1970357,6.6794385,6.992767,6.593983,6.5250562,6.0479876,6.1507753,6.3817614,6.38299,7.0739522,7.1749794,6.9824218,6.8066191,6.0828398,6.733497,5.9616234,6.9096382,7.1000093,6.2563484,6.6665501,6.2969925,6.4624208,6.8721998,6.1470807,6.7010273,5.9666865,7.1578594,6.9060821,6.5743821,6.4280706,6.2825959,6.2561654,6.4351298,6.6152661,6.0982483,6.0398069,6.7975094,6.8903917,6.7081137,7.1127054,7.0215386,6.3339587,6.9725071,6.3179049,6.1284224,6.0002177,6.4990862,7.1038596,6.7764584,6.5898964,6.9758879,6.8562966,6.1636212,6.9234082,6.3290802,6.3916764,6.0286836,7.0636032,6.6730868,6.2478689,7.1619305,6.7085549,6.5275438
7.0808912,7.0328565,6.8647348,7.3983725,7.6539833,6.7162469,6.8433604,6.5419771,7.3185918,7.2200173,6.7027254,7.5341936,7.6095697,7.1734906,7.2758578,7.7258213,7.7846735,6.6304939,7.4378443,6.9268931,6.6336374,6.8396225,6.8653224,7.418162,6.9486528,7.2948109,7.5098062,7.0775592,6.6887786,7.7313458,6.7459184,7.4283169,6.5620701,7.6924452,7.054773,7.2049987,7.1742569,7.800078,7.3090983,7.6221864,7.2058164,7.1597964,6.6534386,6.7259172,6.9925098,7.0234076,7.6910501,7.7774979,7.5980446,7.3953644,6.6672136,7.3392157,6.5238567,7.5372294,7.7203507,6.8597253,7.30059,6.9178161,7.0655194,7.4636728,6.739144,7.2964817,6.5485182,7.7685017,7.5331037,7.1772441,7.0418309,6.8829296,6.8428432,7.0663873,7.2180043,6.6847523,6.6309456,7.384297,7.4826627,7.3109638,7.7557277,7.6396637,6.9629147,7.570545,6.9177703,6.7242671,6.5510351,7.1219701,7.7001721,7.3802141,7.2040151,7.5831204,7.4557315,6.736262,7.5362651,6.9210212,7.0282041,6.6183052,7.6576151,7.3073688,6.8370534,7.7570864,7.3253186,7.154505
7.267099,7.2312438,7.0739893,7.6375249,7.9158503,6.9375414,7.0514159,6.8043382,7.5411314,7.4425473,6.9171322,7.7853928,7.8449807,7.3904457,7.489651,8.001834,8.0757567,6.8694046,7.6733113,7.1413469,6.8846194,7.033287,7.073809,7.6586685,7.1499033,7.5101938,7.747347,7.2760455,6.9188268,8.0076193,6.9566898,7.6619424,6.8315097,7.9454871,7.2596611,7.4168429,7.373425,8.0958945,7.5273768,7.8212291,7.4183068,7.3451115,6.8735895,6.9573129,7.1595131,7.1651724,7.9404162,8.0924639,7.7981544,7.633594,6.8989202,7.5558864,6.7827176,7.7883355,7.975742,7.0734068,7.5074487,7.1196441,7.2615106,7.7121024,6.9584995,7.5149229,6.7996175,8.041088,7.7733393,7.3800335,7.2108619,7.0740315,7.0571998,7.2686147,7.4279579,6.9098471,6.8664797,7.630258,7.727144,7.5360982,8.0183752,7.8892804,7.1644606,7.8127038,7.1371747,6.9417337,6.8098981,7.3034696,7.9870407,7.6120288,7.4079618,7.8267597,7.6912182,6.9723503,7.7754892,7.136627,7.1731076,6.8480988,7.9143669,7.5182544,7.0454657,8.0689127,7.5513534,7.348011
7.9702342,7.9191969,7.7081537,8.3721207,8.6479213,7.5488277,7.6790612,7.3440118,8.2883592,8.1732594,7.5425656,8.5153999,8.5995946,8.107345,8.2330841,8.7510623,8.8148242,7.4221965,8.4364419,7.8023175,7.4553281,7.6665043,7.7092448,8.4260073,7.8231314,8.2663472,8.483096,7.9693034,7.5291837,8.7535461,7.5861153,8.4277262,7.3611173,8.6802408,7.9609367,8.133567,8.0929001,8.8283145,8.2888629,8.5979888,8.1258761,8.07302,7.438228,7.5698591,7.8589129,7.8816064,8.7010013,8.8129085,8.5898372,8.4163301,7.4921487,8.3061151,7.3094964,8.5296269,8.7533262,7.7134912,8.2549391,7.7859418,7.9611522,8.4801596,7.5794916,8.2691606,7.330243,8.796509,8.5156815,8.0991236,7.9055148,7.7171123,7.6970065,7.9610401,8.1414179,7.5292125,7.4197253,8.3749994,8.4801273,8.295542,8.7701263,8.6482676,7.8367596,8.5716953,7.7867788,7.555685,7.364914,8.0231138,8.7319202,8.39538,8.1267263,8.592597,8.4454132,7.5843909,8.5055682,7.7960194,7.8887153,7.4143498,8.6751445,8.268399,7.6721053,8.7975318,8.3047683,8.0814462
8.3241201,8.2635403,8.0855365,8.6945402,8.9982906,7.9293989,8.0670282,7.7829606,8.6092739,8.5118595,7.9027398,8.8462218,8.9140233,8.425218,8.558282,9.1058756,9.1434305,7.8457171,8.7413049,8.1874791,7.8491537,8.0342955,8.0825688,8.7251593,8.2049582,8.6198079,8.8183832,8.3095534,7.8940689,9.0993233,7.9540493,8.7635535,7.7807127,9.0432584,8.3174156,8.474351,8.429694,9.1698135,8.5896474,8.9318913,8.4703394,8.3968257,7.8746769,7.9483826,8.2203794,8.2269756,9.0295123,9.1478167,8.9192807,8.7197562,7.8715222,8.611258,7.7853344,8.8515668,9.0748007,8.0879304,8.603375,8.1592737,8.3144668,8.7714053,7.9475328,8.6040827,7.787804,9.12419,8.8325146,8.4350774,8.2582349,8.1115535,8.0846886,8.3141625,8.4871908,7.9026846,7.859919,8.6953807,8.7883782,8.6284608,9.0574092,8.971963,8.1987283,8.8752882,8.1354149,7.9209471,7.8037741,8.360205,9.0410288,8.701149,8.4922175,8.910649,8.7492878,7.9597717,8.8216223,8.1855787,8.2252851,7.8441205,9.0034913,8.6134699,8.0582321,9.1278807,8.6164424,8.3917056
