CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
4.205611,4.8788042,4.8332145,3.9768562,4.9231838,4.6436854,4.2606303,4.0357789,4.1572968,4.483307,4.3686214,4.3436312,3.9606036,4.7117212,5.0382414,4.1196179,4.9841309,4.5965713,4.5267655,4.6661159,4.7813225,4.1199433,4.9144117,4.7386959,4.8215779,3.9594022,4.2325063,4.5107257,4.3833658,4.9605348,4.6837153,4.6412532,5.0276158,4.5397601,4.1531518,4.2997272,4.0076874,4.4442361,4.02992,4.2727988,4.7385072,4.7933547,4.0303873,4.2214048,4.0940485,4.8687157,4.9847102,3.9363331,4.6105944,4.6525455,4.4744396,5.022403,4.4182217,4.1851681,4.5070846,4.0699372,4.2890274,4.3141803,4.9273342,4.5524527,5.0276552,4.0667438,4.5484118,4.7554278,3.9504586,4.2071138,4.1251384,4.4158553,4.2808551,4.4885872,4.6611869,4.419469,4.832266,4.0090159,4.6153395,4.989778,4.9344649,4.8466445,4.3445878,4.1600097,4.6035814,4.7431991,4.4466481,4.2897821,4.4963137,4.1861713,4.6533795,4.0730393,4.9974403,3.979361,4.8142418,4.3887568,3.9197943,4.1869281,4.0937714,4.8028849,5.0011836,4.6033194,4.923576,4.3459626
4.7256076,5.4060883,5.3613873,4.4632534,5.5091246,5.1784724,4.7709375,4.5255774,4.6592406,4.9923931,4.9122518,4.8797421,4.443515,5.2728125,5.5635317,4.6085127,5.497643,5.1464238,5.0802448,5.1783441,5.3541062,4.608868,5.4952262,5.3087056,5.4150572,4.4365696,4.7635056,5.0752432,4.925529,5.5472646,5.2062168,5.17317,5.5463952,5.0690652,4.6738194,4.8301355,4.5082787,4.9979403,4.5517411,4.7985971,5.3084615,5.3769609,4.5066906,4.7376301,4.5731923,5.4586468,5.4981574,4.4108792,5.1808118,5.2239724,4.9819345,5.6317208,4.9495343,4.6868903,5.0321309,4.5476954,4.7958321,4.856739,5.4584049,5.1162632,5.6189139,4.5706757,5.1047289,5.2999687,4.4258901,4.7135949,4.6131066,4.9390408,4.8098184,5.0438721,5.2096933,4.954589,5.3603479,4.5073829,5.1297957,5.510883,5.518845,5.3795997,4.881057,4.6781596,5.1547619,5.3134079,4.9979614,4.8206243,5.0040298,4.7219925,5.2251996,4.5518157,5.5871845,4.4653793,5.4039453,4.9277559,4.3918026,4.7004833,4.5803068,5.3821787,5.5337208,5.1256624,5.4426874,4.848927
5.1056062,5.9331988,5.8506967,4.8202908,5.9334667,5.6380382,5.166302,4.8951258,5.0323177,5.4345435,5.2975546,5.2646065,4.8043986,5.6934464,6.1180291,4.9939763,6.0541336,5.5622895,5.4958948,5.6618515,5.7781858,4.9942105,5.9208271,5.7109714,5.8510294,4.8090499,5.1411704,5.4787111,5.3166835,5.9959283,5.6646713,5.6359949,6.0942935,5.5158577,5.0627068,5.2018156,4.8738379,5.3749073,4.9371565,5.1673585,5.7112586,5.7983168,4.8715701,5.128965,4.971482,5.9008406,6.0550548,4.7802989,5.5826562,5.6504824,5.4234823,6.0904124,5.3409607,5.0804603,5.4785349,4.9234307,5.2027903,5.2437612,5.9954855,5.5041089,6.0662903,4.9229851,5.4962795,5.7788846,4.7950241,5.0940761,4.9987493,5.3817906,5.1881437,5.4390155,5.659617,5.3412905,5.8495512,4.873045,5.6072431,6.0532668,5.9606175,5.8871189,5.2646648,5.0558924,5.547555,5.7163492,5.3747118,5.1900241,5.4432094,5.0905171,5.6504557,4.9273982,6.0244441,4.827684,5.837888,5.3218953,4.7364481,5.0895846,4.9441885,5.8022294,6.085513,5.5808103,5.9739885,5.2492071
5.6576657,6.4889751,6.4348138,5.3521728,6.6283595,6.2032758,5.7113004,5.4321501,5.5859057,5.9714336,5.8827441,5.8494874,5.3103105,6.3263488,6.6844993,5.5403984,6.6077494,6.1922725,6.1017911,6.2224647,6.4577776,5.5406582,6.6152331,6.3796323,6.5120071,5.340142,5.6999915,6.0816336,5.8954677,6.7071098,6.2386359,6.1938824,6.6585864,6.0662007,5.602017,5.7929207,5.3706244,5.9886342,5.4398126,5.7559515,6.3803088,6.4677779,5.4274861,5.6871483,5.512148,6.5461627,6.6085187,5.233546,6.2171935,6.3317322,5.9585415,6.7796318,5.9477227,5.6269592,6.0118624,5.4637865,5.7485106,5.8305093,6.5491646,6.1365192,6.7682487,5.4679267,6.1382156,6.3495341,5.3162771,5.6524194,5.5356553,5.9029883,5.7737575,6.0457275,6.3026282,5.9387493,6.4337894,5.3700813,6.156556,6.6155033,6.6403704,6.4499136,5.8487587,5.5808496,6.1922127,6.3827124,5.9892913,5.7774563,5.9843134,5.637373,6.3311755,5.4662094,6.7350303,5.366369,6.4836478,5.9102082,5.2653177,5.6236558,5.4821388,6.4776273,6.6300478,6.1284869,6.5321849,5.7989195
5.9998054,6.8095055,6.7614761,5.6838785,6.9367121,6.5258099,6.0631414,5.7717175,5.9320171,6.2884303,6.2358182,6.2086425,5.7295107,6.6690681,7.0381578,5.8668216,6.9508444,6.4682307,6.4323031,6.5273089,6.7875287,5.8673124,6.9298622,6.7217091,6.8408656,5.669401,6.0762206,6.4205938,6.2747743,7.00401,6.5559298,6.5244646,7.0215384,6.3902988,5.9689602,6.1556573,5.7826129,6.3048186,5.8402157,6.1167962,6.7190448,6.7965602,5.7487589,6.0547238,5.8423864,6.861149,6.9511322,5.6971072,6.5117673,6.5860714,6.2877133,7.0691564,6.2738301,5.9528818,6.3322805,5.7733838,6.0827004,6.1736296,6.8830381,6.4586575,7.0457342,5.8059314,6.4433983,6.6629999,5.6562863,5.98978,5.8663673,6.249695,6.1388055,6.3754839,6.6163011,6.287212,6.7599628,5.7800982,6.4679061,6.9594291,6.9283515,6.7751615,6.2124878,5.9611169,6.489697,6.7309614,6.3189352,6.1536635,6.3032442,6.0017932,6.5852936,5.7820767,7.0204858,5.6866372,6.8103098,6.2703036,5.6092985,5.9741537,5.8253007,6.802306,7.001887,6.4350535,6.8531333,6.1301493
6.4575903,7.548551,7.4752081,6.0871411,7.5803703,7.1816653,6.5470778,6.1742116,6.3595101,6.88466,6.6806964,6.6425635,6.0156588,7.2145543,7.7918644,6.3024147,7.7125311,7.0152375,6.939884,7.1965031,7.3447555,6.3026134,7.5646075,7.2689757,7.4320889,6.0609935,6.4543769,6.904735,6.6889434,7.654724,7.2189244,7.1896672,7.768581,7.0391046,6.3672277,6.5591676,6.0962609,6.8094228,6.1609119,6.5071818,7.2647779,7.360119,6.1316386,6.4463826,6.2714609,7.4934832,7.7133466,5.9862438,7.0762387,7.1727656,6.871846,7.7845505,6.7285385,6.4229487,6.9585418,6.202865,6.5747828,6.5882227,7.6272653,6.9856369,7.7385278,6.2415751,6.976537,7.363375,6.0407939,6.4451002,6.3046632,6.8048346,6.5407206,6.868569,7.1631872,6.7354547,7.4734234,6.0956455,7.1345221,7.7181923,7.5971316,7.5109313,6.6464578,6.3609715,7.039091,7.2804486,6.8117493,6.5647469,6.9015094,6.4022264,7.1712167,6.2147288,7.704989,6.0939219,7.4156878,6.6989671,5.990473,6.4209258,6.238678,7.371115,7.7435392,7.116557,7.6091966,6.6617734
7.0501382,7.8991831,7.8557609,6.6679635,8.0685561,7.5924132,7.1167721,6.7620347,6.9562327,7.3800941,7.2855019,7.240924,6.593077,7.8008723,8.1378671,6.8716169,8.0662089,7.6056166,7.5225621,7.6102847,7.8937306,6.8720944,8.0400528,7.8322237,7.9428392,6.6365593,7.0849461,7.513491,7.3149535,8.1295293,7.6267688,7.5993804,8.1054306,7.4615038,6.9508559,7.1887367,6.6971402,7.4016424,6.75536,7.1251282,7.8258559,7.9090957,6.7356429,7.068819,6.8358927,7.9969023,8.0664472,6.5586777,7.6745106,7.7526601,7.3820301,8.2245275,7.3301155,7.0244536,7.4164959,6.7803521,7.1340068,7.1913844,7.9794775,7.5763809,8.1944313,6.810755,7.5719817,7.7554645,6.6213409,7.0346502,6.8771057,7.3185198,7.1600131,7.4682619,7.718477,7.3376752,7.8525311,6.6892918,7.5512071,8.0713642,8.0634891,7.8530757,7.2585691,6.9614803,7.6138254,7.8377415,7.3995873,7.1668114,7.3929063,7.0045832,7.7548055,6.7927049,8.156579,6.680061,7.9516029,7.3232234,6.5399637,7.0170143,6.8471694,7.9278166,8.0865759,7.5266077,7.9791232,7.2105982
7.2748702,8.5181211,8.4323259,6.8173917,8.5493771,8.0955825,7.3486054,6.9264252,7.1347614,7.7588438,7.5029224,7.4721464,6.8439348,8.1058852,8.8274738,7.0420718,8.7032301,7.8942335,7.7808283,8.1133009,8.2971895,7.0409097,8.5139462,8.2190803,8.404797,6.7995703,7.2847272,7.7557111,7.5416998,8.6615703,8.1586132,8.0972517,8.7862059,7.8939276,7.1550561,7.3902278,6.9044308,7.6393475,6.9674483,7.3190754,8.196036,8.3369965,6.8762266,7.2638852,7.0229001,8.4579084,8.7042841,6.8259994,7.9544163,8.0555437,7.7274255,8.8013285,7.5662016,7.1924795,7.8095704,6.9424591,7.3794681,7.4314387,8.6131015,7.8288702,8.7601769,6.973976,7.8150244,8.3110542,6.7736702,7.2380485,7.0558925,7.6607891,7.3434682,7.713078,8.0528198,7.5664407,8.4273869,6.9053805,8.0279202,8.7261417,8.5855865,8.4681624,7.4560515,7.1346636,7.9037908,8.2259544,7.6425105,7.3730877,7.7707659,7.1965788,8.0571655,6.9473524,8.7267438,6.8089408,8.3699877,7.5399381,6.7247868,7.2155114,7.0058715,8.3453453,8.7511007,7.9889975,8.6141849,7.5008322
7.9660791,9.0965542,9.0119527,7.5215411,9.2400739,8.7282969,8.0359523,7.6451027,7.8510746,8.4173635,8.2298649,8.1862193,7.4046808,8.8462721,9.3848675,7.7636986,9.2487554,8.6345918,8.5522226,8.7363205,9.0107044,7.7667734,9.2255575,8.92323,9.0955485,7.4906817,7.9914345,8.5305358,8.2639383,9.3248588,8.7629127,8.7095746,9.3510793,8.5399195,7.8398002,8.1283339,7.5141646,8.3947434,7.6141537,8.0590571,8.9259007,9.0501621,7.6101373,7.9739487,7.7427242,9.1775893,9.2487065,7.3573794,8.698217,8.790978,8.3877331,9.459194,8.3132092,7.9055384,8.474441,7.6688965,8.1021738,8.1445589,9.1677898,8.6106704,9.4112071,7.6795324,8.5838265,8.9087624,7.4640964,7.9400725,7.7670153,8.3242337,8.0864755,8.4762423,8.7902334,8.3213572,9.0140707,7.5243479,8.650482,9.2848758,9.2917723,9.0252327,8.1708637,7.8324681,8.6598446,8.9318913,8.393832,8.0935594,8.4389608,7.9083355,8.7960687,7.6701684,9.3807094,7.5256919,9.0769589,8.2735328,7.3902003,7.9231003,7.7028461,9.0511851,9.2996288,8.6196378,9.178017,8.1734865
8.1687888,9.4876952,9.4171752,7.7451089,9.6207772,9.025366,8.2536535,7.8501377,8.0322772,8.6527713,8.5886934,8.5340377,7.8412545,9.1730151,9.820986,7.9913912,9.6828026,8.9492481,8.8277173,9.0493255,9.3018116,7.9769799,9.5764744,9.231465,9.4247367,7.7224713,8.3332473,8.8120559,8.6142166,9.6657921,9.1081865,9.0050805,9.7429347,8.8095052,8.1943506,8.4596627,7.8833899,8.6830475,7.9804365,8.3878419,9.234262,9.3601235,7.8199304,8.3279378,7.9808077,9.4584471,9.6807335,7.7877199,8.9919331,9.1272902,8.6174566,9.829979,8.6193056,8.1152824,8.7546749,7.8753595,8.2945598,8.4971916,9.5783945,8.8959187,9.770752,7.9213461,8.8782129,9.2735347,7.7152504,8.1232488,8.0037676,8.5707417,8.4162632,8.7836642,9.0864677,8.6359153,9.402987,7.8930724,8.9418412,9.6786981,9.569802,9.4559264,8.5325651,8.1917936,8.9504143,9.2375796,8.6861375,8.4310357,8.6809231,8.2457241,9.1373098,7.8831083,9.7272314,7.753717,9.4039122,8.6099488,7.6768048,8.121061,7.9323431,9.3707454,9.7249845,8.9023663,9.5816279,8.4098844
8.8146205,10.160029,10.039883,8.2630179,10.307506,9.6774039,8.8903505,8.4239804,8.685676,9.3366444,9.111369,9.0366053,8.2090178,9.8409114,10.534363,8.5620326,10.412496,9.5735652,9.4510518,9.6924175,10.016907,8.5608584,10.298689,9.9244239,10.112914,8.2493503,8.8132567,9.4537964,9.1339844,10.424152,9.7498122,9.6816181,10.524876,9.4483642,8.6776791,8.9453684,8.330831,9.293959,8.4067547,8.8625072,9.9229333,10.063093,8.3718335,8.7768941,8.5182358,10.200895,10.416021,8.1525653,9.6691711,9.7761045,9.316705,10.601728,9.1559642,8.7323289,9.3829821,8.4616987,8.9589308,8.980023,10.306876,9.5117939,10.563567,8.4827976,9.5139005,9.9538042,8.2386033,8.8074196,8.5716064,9.2051969,8.9297127,9.3859148,9.7837256,9.1873683,10.045032,8.3037702,9.6048342,10.393308,10.332435,10.095715,9.0404819,8.6753039,9.5863509,9.9447348,9.2891581,8.9197559,9.3496909,8.7215514,9.7871764,8.4601577,10.520633,8.2682019,10.10107,9.1462021,8.1201166,8.7705425,8.5191537,10.05902,10.449058,9.575111,10.272404,9.0413353
