Case_sample,PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
Case_sample5,1.0,1.1,321.60598115377434,280.4608904123142,0.0202133975071937,0.252667468839923,14.023707925885066,0.860692334151574,0.839330073643312
Case_sample6,1.0,1.0,358.47430506545163,296.1319093212823,0.0213428403114437,0.2667855038930474,14.755238510482572,0.8171208643381451,0.8622413876705752
Case_sample7,0.1,1.1,364.6793497481319,298.76938676089213,0.0215329287755597,0.2691616096944976,14.878357206495142,0.8721880555893172,0.8775626342787803
Case_sample8,1.0,1.1,458.31288654032926,338.5686716185187,0.0244013457022355,0.3050168212779448,16.736206672926503,0.8809018806645732,0.9089504326663552
Case_sample9,0.1,1.0,402.2220585540696,314.72705549031843,0.0226830310263292,0.2835378878291159,15.623268740471412,0.9117761027223784,0.913369951688816
Case_sample10,1.0,1.0,316.05632957389525,278.10199026120307,0.020043386685492,0.2505423335686517,13.91359334963617,0.9349267202664966,0.985900337389782
Case_sample11,0.1,1.0,349.8814706730068,292.4794929389096,0.0210796030946961,0.2634950386837026,14.584741983938171,0.8370422562868477,0.9383993478803808
Case_sample12,1.0,1.1,328.0138179767897,283.1845654093013,0.0204096984078775,0.2551212300984699,14.1508503646999,0.8243344797196788,0.8343864357352733
Case_sample13,0.1,1.0,452.2007197526316,335.9706722753904,0.0242141025063344,0.3026762813291807,16.61493083315485,0.938101950990286,0.922042334907672
Case_sample14,1.0,1.0,465.72191825755215,341.7179082482037,0.0246283177115822,0.3078539713947781,16.883214530305253,0.8935132536829689,0.8811199160690991
Case_sample15,0.1,1.0,302.49997702915977,272.33981193234496,0.0196280945536824,0.2453511819210318,13.644612136228762,0.9605655576533912,0.957542987038324
Case_sample16,0.1,1.0,411.7846203814147,318.7916581441711,0.022975975361742,0.2871996920217759,15.813006317383389,0.8539128612116511,0.9583235633413484
Case_sample17,0.1,1.0,421.1436272902852,322.7697390189466,0.0232626838932573,0.2907835486657178,15.998705016670602,0.8327801746607955,0.9674657253355656
Case_sample18,1.0,1.1,386.20889413894406,307.9206000912878,0.0221924756822549,0.2774059460281873,15.305540178849911,0.9259101874840764,0.8519184634673098
Case_sample19,0.1,1.1,479.4970324414601,347.573072029621,0.0250503114976303,0.3131288937203793,17.156536348676823,0.8858945384571357,0.8888539832253004
Case_sample0,0.1,1.0,475.0174958238453,345.6690282437894,0.0249130831166694,0.3114135389583689,17.06765468298299,0.947900453655737,0.8540209620628479
Case_sample1,1.0,1.1,323.99291026689,281.47546355525424,0.0202865198958741,0.2535814986984275,14.071068680707914,0.8946774751408553,0.8972861272190916
Case_sample2,1.0,1.1,443.4461530584691,332.24951097354483,0.0239459107007959,0.2993238837599504,16.441225261211287,0.9055383930973724,0.8628541802286473
Case_sample3,0.1,1.0,314.4694139826741,277.4274658565532,0.0199947723139857,0.249934653924823,13.88210623096666,0.9727318280166872,0.9101228307137902
Case_sample4,1.0,1.1,409.3334445670874,317.74977670069813,0.0229008848072574,0.2862610600907191,15.76437079815822,0.8242360317565294,0.8712498944157723
Case_sample5,1.0,1.1,468.0841234164993,342.7219723819952,0.0247006826941978,0.3087585336774732,16.930084719603894,0.9448671827641826,0.8876559797358914
Case_sample6,0.1,1.0,460.98981525038266,339.70651017428554,0.0244833520846331,0.3060419010579149,16.789321515599646,0.8158026079247455,0.968272243314006
Case_sample7,1.0,1.1,446.00829636629646,333.3385595649762,0.0240244006893676,0.3003050086170958,16.49206256524191,0.9629364583256016,0.9202740704465824
Case_sample8,0.1,1.1,369.0050477760237,300.60804087904444,0.0216654443876788,0.2708180548459862,14.964186451532605,0.8351386170289391,0.9605886060612135
Case_sample9,0.1,1.1,339.1913087875779,287.9355996648943,0.0207521152911635,0.2594014411395447,14.37263089388092,0.8526378912463342,0.9385557276245108
Case_sample10,0.1,1.1,401.6716066055289,314.4930838317553,0.0226661682040904,0.2833271025511311,15.61234683263873,0.8646916406646157,0.931568655088361
Case_sample11,1.0,1.1,433.5185628530997,328.02975164297334,0.0236417839021962,0.2955222987774535,16.244244897146558,0.8897671291223627,0.8332446993919607
Case_sample12,1.0,1.1,305.45619476386605,273.596363332148,0.0197186568167313,0.2464832102091426,13.70326855068492,0.9848651440161926,0.8517939145272859
Case_sample13,1.0,1.0,346.35451445757553,290.9803470141983,0.0209715565415637,0.2621444567695483,14.514761142164485,0.9218814561107624,0.904512122125028
Case_sample14,1.0,1.0,331.14133521704434,284.5139283043319,0.0205055083462581,0.2563188543282272,14.21290565423742,0.9355647596354116,0.8453786366673149
Case_sample15,1.0,1.0,380.4316642334398,305.46496692207995,0.0220154931115012,0.2751936638937659,15.190910059502688,0.9697401867576176,0.9895825970973212
Case_sample16,0.1,1.1,359.2095744819852,296.44443833554635,0.0213653649250843,0.2670670615635555,14.769827512884795,0.8740342393447861,0.9809511562463362
Case_sample17,0.1,1.1,392.0679550104801,310.41101581852826,0.022371965104038,0.2796495638004761,15.421793964479413,0.8417116707004946,0.8838754943149583
Case_sample18,0.1,1.0,419.64467991778366,322.13260583452814,0.0232167643844704,0.2902095548058813,15.96896333787029,0.8633343182443486,0.9460626039246154
Case_sample19,0.1,1.1,379.12880795759486,304.9111829913717,0.0219755807561348,0.2746947594516864,15.16505916334048,0.9130063588238632,0.9538533136875316
Case_sample0,0.1,1.1,408.2040432554759,317.2697204509896,0.0228662861586298,0.2858285769828736,15.741961545063134,0.9669042940261622,0.9805541298411766
Case_sample1,0.1,1.1,432.1201436306322,327.4353483245461,0.0235989440233906,0.294986800292384,16.216497868727945,0.882043215182262,0.9654958818648725
Case_sample2,1.0,1.1,299.1900452637493,270.9329130614496,0.0195266964368611,0.2440837054607657,13.578937430616184,0.9884543624017904,0.8898857162738469
Case_sample3,1.0,1.1,343.4595498647174,289.7498314913296,0.0208828707381137,0.2610358842264233,14.45732009477443,0.8396306617280558,0.957174800574694
Case_sample4,1.0,1.1,326.2577303193004,282.43813378544314,0.0203559015340859,0.2544487691760752,14.116006582981882,0.94323500382673,0.8754118956273874
Case_sample5,0.1,1.0,442.0088578996897,331.63858329305253,0.0239018798769767,0.2987734984622096,16.412706867745396,0.8206092609749378,0.94954421197304
Case_sample6,1.0,1.1,469.9995631903241,343.53613721863127,0.0247593612409824,0.3094920155122805,16.96809031977341,0.9085171144031602,0.8643636336838298
Case_sample7,1.0,1.1,407.1979756873825,316.8420876700403,0.0228354657780208,0.2854433222252617,15.721999444317923,0.9534548860399996,0.9314213993458615
Case_sample8,1.0,1.1,457.7011543278469,338.30865255467404,0.024382605589526,0.3047825698690758,16.724068859879008,0.8986334363786453,0.9154614223302936
Case_sample9,1.0,1.0,366.183223866718,299.40861407715227,0.0215789992127676,0.2697374901595968,14.908196640361618,0.8749657799745474,0.972557455642908
Case_sample10,0.1,1.0,385.5871082131302,307.6563076590063,0.0221734275790274,0.2771678447378437,15.293202882939884,0.9141707155190985,0.9338364148142833
Case_sample11,0.1,1.1,360.68822815578574,297.07294560746504,0.0214106627464839,0.2676332843310498,14.799166530004312,0.9603495405599464,0.8573118544606934
Case_sample12,1.0,1.1,389.52041741989854,309.3281754418149,0.022293922554365,0.2786740319295632,15.371246462852088,0.9339116796618604,0.8326543515818831
Case_sample13,0.1,1.0,344.26285364393806,290.0912787657967,0.020907479550688,0.2613434943836009,14.473259015258863,0.9237226952612976,0.8950790557764021
Case_sample14,0.1,1.0,421.2768104824586,322.8263490326784,0.023266763894247,0.2908345486780888,16.001347598922578,0.9737764361707592,0.882829109140043
Case_sample15,1.0,1.0,322.0798063027223,280.6622915632452,0.020227912905459,0.2528489113182392,14.033109426995807,0.8665608332096651,0.8424036874823901
Case_sample16,0.1,1.1,471.9247989874014,344.3544658915728,0.0248183398840772,0.3102292485509665,17.00629028979369,0.8559411003610082,0.9255846806963768
Case_sample17,1.0,1.1,310.007944991455,275.5311017828659,0.019858097425792,0.248226217822402,13.7935830578729,0.8489826589670497,0.9093637257501735
Case_sample18,0.1,1.1,445.1602194924593,332.97808131926047,0.0239984202752619,0.2999802534407753,16.47523527000636,0.817594115904719,0.981984615269456
Case_sample19,0.1,1.1,376.1904533382476,303.66222437553233,0.021885565720759,0.2735695715094888,15.106757183635754,0.8328934079082878,0.847708287377289
